student_id,weekday,class_start_time,distance_km,weather,transport_mode,avg_speed_kmh,habitual_punctuality,sleep_hours,alarm_used,expected_time,check_in_time,late_minutes
N22DCME705,Sunday,07:00,0.5,cloudy,walk,4.8,0.59,6.64,yes,06:53,07:06,7
N22DCVT926,Sunday,07:00,8.9,sunny,bus,26.7,0.77,6.7,yes,06:40,06:47,0
N22DCME268,Saturday,07:00,5.6,sunny,bus,35.4,0.89,6.21,no,06:50,06:52,0
N22DCIT854,Tuesday,07:00,8.1,sunny,bus,31.2,0.68,5.18,yes,06:44,06:56,0
N22DCME676,Sunday,07:00,4.7,sunny,bike,17.4,0.78,7.47,yes,06:43,06:50,0
N22DCCN665,Friday,07:00,2.7,sunny,bike,19.1,0.89,8.77,no,06:51,06:59,0
N22DCDK386,Wednesday,07:00,7.3,cloudy,bus,21.0,0.86,5.32,yes,06:39,06:39,0
N22DCME535,Thursday,07:00,2.6,rainy,bike,16.3,0.69,7.29,yes,06:50,06:51,0
N22DCCN395,Friday,07:00,4.7,windy,bike,16.7,0.64,8.96,yes,06:43,06:52,0
N22DCCN203,Thursday,07:00,4.3,cloudy,bike,21.6,0.5,7.35,yes,06:48,06:58,0
N22DCME851,Thursday,07:00,2.8,sunny,bike,17.3,0.51,6.48,yes,06:50,06:58,0
N22DCVT512,Monday,07:00,6.2,sunny,bus,25.2,0.86,8.54,yes,06:45,06:59,0
N22DCME094,Sunday,07:00,6.2,cloudy,bus,37.2,0.62,7.73,yes,06:50,06:51,0
N22DCVT437,Thursday,07:00,4.7,cloudy,bike,21.8,0.85,5.77,yes,06:47,06:52,0
N22DCDK771,Monday,07:00,3.9,cloudy,bike,15.0,0.87,8.55,yes,06:44,06:54,0
N22DCIT007,Tuesday,07:00,6.0,cloudy,bus,24.3,0.82,6.1,yes,06:45,06:56,0
N22DCDK332,Monday,07:00,5.9,sunny,bus,26.2,0.82,6.5,no,06:46,06:53,0
N22DCDK518,Tuesday,07:00,7.6,sunny,bus,23.1,0.54,6.45,no,06:40,06:40,0
N22DCCN182,Monday,07:00,4.6,sunny,bike,23.8,0.53,6.67,yes,06:48,07:01,2
N22DCVT711,Saturday,07:00,9.2,sunny,bus,33.9,0.89,6.85,yes,06:43,06:57,0
N22DCCN952,Friday,07:00,7.1,sunny,bus,31.9,0.63,6.77,yes,06:46,06:51,0
N22DCVT378,Tuesday,07:00,1.1,sunny,walk,4.1,0.57,7.0,yes,06:43,06:46,0
N22DCCN504,Monday,07:00,7.6,rainy,bus,34.5,0.81,6.4,no,06:46,06:54,0
N22DCDK206,Thursday,07:00,7.5,sunny,bus,24.0,0.66,6.05,yes,06:41,06:45,0
N22DCVT735,Wednesday,07:00,3.3,cloudy,bike,20.7,0.52,8.34,yes,06:50,07:04,4
N22DCDK785,Thursday,07:00,9.9,sunny,bus,32.5,0.89,8.26,yes,06:41,06:49,0
N22DCCN226,Friday,07:00,9.6,rainy,bus,38.8,0.79,6.02,yes,06:45,06:59,0
N22DCIT886,Tuesday,07:00,7.6,sunny,bus,29.5,0.72,6.77,no,06:44,06:46,0
N22DCVT990,Sunday,07:00,2.4,cloudy,bike,16.2,0.73,7.05,no,06:51,07:05,6
N22DCME770,Sunday,07:00,8.6,sunny,bus,32.5,0.78,6.01,yes,06:44,06:52,0
N22DCCN083,Monday,07:00,5.5,rainy,bus,30.3,0.98,7.27,yes,06:49,07:03,4
N22DCME651,Wednesday,07:00,6.9,cloudy,bus,20.1,0.65,6.44,yes,06:39,06:52,0
N22DCME848,Friday,07:00,7.3,sunny,bus,21.8,0.53,7.42,yes,06:39,06:48,0
N22DCVT561,Thursday,07:00,2.0,cloudy,bike,19.9,0.58,5.84,yes,06:53,07:07,8
N22DCME527,Monday,07:00,8.0,sunny,bus,38.4,0.82,8.4,yes,06:47,06:57,0
N22DCDK687,Tuesday,07:00,4.9,sunny,bike,17.7,0.51,6.29,yes,06:43,06:49,0
N22DCDK386,Monday,07:00,2.4,sunny,bike,15.2,0.65,8.82,yes,06:50,06:53,0
N22DCME632,Tuesday,07:00,3.6,sunny,bike,20.4,0.6,6.41,no,06:49,06:58,0
N22DCCN856,Sunday,07:00,5.6,sunny,bus,20.6,0.66,6.51,yes,06:43,06:46,0
N22DCVT810,Sunday,07:00,7.7,cloudy,bus,37.3,0.66,7.54,yes,06:47,06:54,0
N22DCDK391,Sunday,07:00,9.7,sunny,bus,21.0,0.59,6.53,yes,06:32,06:44,0
N22DCIT152,Monday,07:00,9.2,windy,bus,32.6,0.82,5.52,no,06:43,06:51,0
N22DCDK864,Wednesday,07:00,1.7,sunny,walk,4.4,0.68,6.95,yes,06:36,06:40,0
N22DCME479,Wednesday,07:00,3.3,cloudy,bike,24.3,0.79,7.3,yes,06:51,06:56,0
N22DCIT877,Monday,07:00,7.3,cloudy,bus,29.9,0.91,7.99,yes,06:45,06:46,0
N22DCIT555,Thursday,07:00,2.0,rainy,bike,21.3,0.84,6.6,yes,06:54,06:59,0
N22DCDK775,Tuesday,07:00,5.0,windy,bike,19.8,0.66,6.03,yes,06:44,06:45,0
N22DCDK883,Sunday,07:00,8.8,rainy,bus,25.6,0.98,5.22,yes,06:39,06:40,0
N22DCVT083,Sunday,07:00,5.4,rainy,bus,24.4,0.78,8.77,yes,06:46,06:54,0
N22DCCN739,Tuesday,07:00,4.9,sunny,bike,20.3,0.91,7.78,yes,06:45,06:47,0
N22DCME811,Friday,07:00,9.4,cloudy,bus,20.3,0.7,5.74,yes,06:32,06:46,0
N22DCIT956,Saturday,07:00,6.2,sunny,bus,22.6,0.67,6.83,yes,06:43,06:44,0
N22DCVT498,Saturday,07:00,7.6,rainy,bus,35.1,0.96,7.66,no,06:47,06:52,0
N22DCME983,Monday,07:00,9.8,cloudy,bus,30.9,0.75,6.68,yes,06:40,06:52,0
N22DCME690,Saturday,07:00,3.9,rainy,bike,17.1,0.79,7.89,no,06:46,06:48,0
N22DCME433,Tuesday,07:00,3.6,sunny,bike,15.1,0.87,7.96,yes,06:45,06:52,0
N22DCIT767,Friday,07:00,6.9,sunny,bus,23.9,0.81,5.59,yes,06:42,06:43,0
N22DCDK496,Tuesday,07:00,6.1,cloudy,bus,38.1,0.82,8.31,yes,06:50,06:57,0
N22DCME247,Tuesday,07:00,1.6,sunny,walk,4.4,0.67,6.88,no,06:38,06:52,0
N22DCVT756,Saturday,07:00,1.5,sunny,walk,5.6,0.76,5.53,yes,06:43,06:57,0
N22DCCN644,Tuesday,07:00,3.1,rainy,bike,24.1,0.55,5.31,yes,06:52,07:03,3
N22DCME556,Monday,07:00,3.2,windy,bike,21.7,0.82,7.58,yes,06:51,06:56,0
N22DCVT715,Monday,07:00,6.5,sunny,bus,23.0,0.94,7.16,no,06:43,06:57,0
N22DCCN791,Saturday,07:00,8.8,cloudy,bus,24.5,0.88,5.43,yes,06:38,06:46,0
N22DCCN759,Sunday,07:00,6.2,sunny,bus,34.8,0.53,6.94,no,06:49,07:02,3
N22DCME037,Friday,07:00,6.8,cloudy,bus,34.5,0.58,6.77,yes,06:48,06:55,0
N22DCCN311,Monday,07:00,7.9,rainy,bus,32.5,0.63,7.6,yes,06:45,06:58,0
N22DCDK835,Wednesday,07:00,3.0,cloudy,bike,15.5,0.85,8.71,yes,06:48,07:03,3
N22DCCN054,Thursday,07:00,6.8,rainy,bus,32.7,0.56,7.94,yes,06:47,06:50,0
N22DCDK862,Monday,07:00,1.2,rainy,walk,4.1,0.61,6.76,yes,06:42,06:45,0
N22DCDK466,Thursday,07:00,2.8,rainy,bike,17.1,0.64,7.35,yes,06:50,06:59,0
N22DCIT385,Thursday,07:00,1.7,cloudy,walk,5.0,0.67,7.62,yes,06:39,06:42,0
N22DCVT421,Tuesday,07:00,2.3,windy,bike,22.2,0.76,7.05,yes,06:53,06:58,0
N22DCDK832,Sunday,07:00,1.6,cloudy,walk,4.1,0.87,7.41,yes,06:36,06:39,0
N22DCDK098,Sunday,07:00,0.9,windy,walk,5.3,0.68,8.44,yes,06:49,07:01,1
N22DCVT597,Sunday,07:00,4.9,sunny,bike,20.8,0.8,7.1,yes,06:45,06:47,0
N22DCIT728,Sunday,07:00,9.4,sunny,bus,27.4,0.96,5.06,no,06:39,06:44,0
N22DCME864,Saturday,07:00,1.8,sunny,walk,5.8,0.78,6.12,yes,06:41,06:42,0
N22DCVT671,Saturday,07:00,8.5,cloudy,bus,25.6,0.87,6.43,no,06:40,06:48,0
N22DCVT998,Wednesday,07:00,4.7,sunny,bike,19.5,0.62,8.9,no,06:45,06:46,0
N22DCME586,Saturday,07:00,1.8,windy,walk,4.5,1.0,8.9,yes,06:36,06:50,0
N22DCVT578,Friday,07:00,4.6,rainy,bike,21.8,0.59,7.78,yes,06:47,06:54,0
N22DCCN176,Wednesday,07:00,1.1,sunny,walk,4.6,0.7,5.46,yes,06:45,06:49,0
N22DCVT835,Saturday,07:00,0.9,sunny,walk,4.9,0.72,5.2,yes,06:48,07:02,3
N22DCVT590,Tuesday,07:00,6.4,sunny,bus,36.9,0.64,5.82,yes,06:49,07:04,4
N22DCME579,Saturday,07:00,5.8,sunny,bus,38.3,0.67,5.09,yes,06:50,06:54,0
N22DCVT090,Friday,07:00,7.1,cloudy,bus,38.2,0.59,5.27,yes,06:48,07:01,2
N22DCCN807,Wednesday,07:00,1.8,cloudy,walk,4.4,0.75,7.45,yes,06:35,06:43,0
N22DCME420,Wednesday,07:00,7.6,rainy,bus,36.3,0.52,7.68,no,06:47,06:58,0
N22DCCN202,Sunday,07:00,3.6,sunny,bike,19.1,0.55,6.41,yes,06:48,06:54,0
N22DCVT786,Thursday,07:00,8.8,cloudy,bus,23.8,0.94,5.4,yes,06:37,06:43,0
N22DCDK805,Saturday,07:00,3.6,cloudy,bike,16.6,0.95,6.66,yes,06:46,06:49,0
N22DCVT551,Friday,07:00,9.4,rainy,bus,33.4,0.73,7.37,yes,06:43,06:51,0
N22DCIT231,Saturday,07:00,3.7,rainy,bike,20.8,0.8,7.12,yes,06:49,06:49,0
N22DCDK501,Friday,07:00,3.3,sunny,bike,16.4,0.81,8.8,yes,06:47,06:56,0
N22DCDK241,Thursday,07:00,5.1,sunny,bus,24.5,0.69,5.3,yes,06:47,06:53,0
N22DCME205,Thursday,07:00,7.3,rainy,bus,29.9,0.89,5.76,yes,06:45,06:57,0
N22DCME617,Thursday,07:00,1.8,sunny,walk,4.2,0.76,7.9,no,06:34,06:45,0
N22DCIT990,Wednesday,07:00,3.2,sunny,bike,24.5,0.9,5.09,no,06:52,07:04,4
N22DCDK864,Tuesday,07:00,8.0,cloudy,bus,27.6,0.63,7.85,yes,06:42,06:46,0
N22DCDK797,Wednesday,07:00,9.2,cloudy,bus,27.1,0.78,6.1,no,06:39,06:46,0
N22DCCN806,Monday,07:00,8.7,cloudy,bus,37.6,0.5,7.13,yes,06:46,06:47,0
N22DCCN975,Sunday,07:00,0.6,windy,walk,4.5,0.55,8.32,yes,06:52,06:59,0
N22DCME978,Wednesday,07:00,2.6,cloudy,bike,17.5,0.71,8.81,yes,06:51,06:53,0
N22DCDK185,Wednesday,07:00,4.1,cloudy,bike,19.4,0.94,5.13,yes,06:47,06:53,0
N22DCVT010,Wednesday,07:00,7.4,sunny,bus,32.0,0.99,7.36,yes,06:46,06:53,0
N22DCME721,Tuesday,07:00,4.0,rainy,bike,19.2,0.51,8.05,yes,06:47,06:57,0
N22DCVT771,Monday,07:00,3.1,cloudy,bike,17.6,0.57,7.94,yes,06:49,06:49,0
N22DCDK001,Monday,07:00,4.2,cloudy,bike,19.5,0.66,5.66,yes,06:47,06:59,0
N22DCME890,Friday,07:00,3.1,cloudy,bike,19.3,0.8,7.54,yes,06:50,06:53,0
N22DCIT272,Monday,07:00,0.6,sunny,walk,4.4,0.65,5.88,yes,06:51,06:58,0
N22DCME986,Thursday,07:00,3.3,sunny,bike,18.3,0.56,5.13,yes,06:49,06:51,0
N22DCME130,Saturday,07:00,4.4,windy,bike,16.5,0.88,7.2,yes,06:44,06:52,0
N22DCCN049,Monday,07:00,8.5,sunny,bus,29.3,0.73,8.69,yes,06:42,06:48,0
N22DCCN787,Monday,07:00,2.2,sunny,bike,20.2,0.63,7.09,yes,06:53,06:55,0
N22DCDK925,Monday,07:00,3.5,sunny,bike,17.7,0.68,6.43,yes,06:48,06:57,0
N22DCCN944,Saturday,07:00,7.6,rainy,bus,25.2,0.9,5.23,yes,06:41,06:48,0
N22DCME609,Tuesday,07:00,10.0,sunny,bus,34.8,0.81,7.56,no,06:42,06:56,0
N22DCIT090,Saturday,07:00,4.2,sunny,bike,16.1,0.58,5.06,no,06:44,06:52,0
N22DCVT420,Wednesday,07:00,5.3,cloudy,bus,33.1,0.94,5.14,no,06:50,06:59,0
N22DCDK511,Thursday,07:00,7.0,sunny,bus,38.5,0.56,7.57,yes,06:49,07:01,2
N22DCVT182,Tuesday,07:00,1.3,rainy,walk,5.2,0.57,6.25,yes,06:45,06:54,0
N22DCCN179,Friday,07:00,1.5,windy,walk,4.5,0.73,7.12,yes,06:40,06:40,0
N22DCME679,Monday,07:00,0.9,rainy,walk,5.3,0.82,6.48,yes,06:49,06:55,0
N22DCVT815,Sunday,07:00,9.8,sunny,bus,30.1,0.91,8.52,yes,06:40,06:42,0
N22DCVT135,Thursday,07:00,8.8,rainy,bus,25.1,0.7,7.41,yes,06:38,06:49,0
N22DCVT628,Thursday,07:00,1.8,sunny,walk,5.5,0.8,7.03,no,06:40,06:52,0
N22DCME882,Monday,07:00,2.3,cloudy,bike,21.6,0.59,6.5,yes,06:53,07:03,3
N22DCVT950,Wednesday,07:00,2.4,windy,bike,20.8,0.97,8.18,yes,06:53,07:04,5
N22DCDK352,Thursday,07:00,0.6,sunny,walk,4.7,0.82,5.02,no,06:52,07:04,5
N22DCVT151,Tuesday,07:00,3.0,rainy,bike,20.3,0.8,5.73,yes,06:51,06:52,0
N22DCDK439,Sunday,07:00,7.8,rainy,bus,33.0,0.71,5.67,yes,06:45,06:56,0
N22DCME787,Sunday,07:00,4.2,cloudy,bike,24.2,0.54,6.93,yes,06:49,06:53,0
N22DCCN141,Tuesday,07:00,1.2,sunny,walk,5.1,0.87,5.48,yes,06:45,06:51,0
N22DCCN593,Wednesday,07:00,2.9,rainy,bike,21.1,0.58,5.12,no,06:51,06:55,0
N22DCME647,Friday,07:00,4.2,rainy,bike,17.4,0.81,8.34,yes,06:45,06:55,0
N22DCVT785,Tuesday,07:00,3.7,rainy,bike,23.3,0.84,6.5,yes,06:50,06:57,0
N22DCME074,Tuesday,07:00,9.9,rainy,bus,24.6,0.61,5.89,yes,06:35,06:44,0
N22DCME845,Friday,07:00,5.2,rainy,bus,35.0,0.7,6.73,yes,06:51,06:57,0
N22DCCN661,Tuesday,07:00,3.6,sunny,bike,19.4,0.83,8.18,yes,06:48,06:52,0
N22DCVT900,Friday,07:00,3.0,sunny,bike,18.7,0.5,5.12,yes,06:50,06:55,0
N22DCME754,Saturday,07:00,2.7,sunny,bike,17.8,0.61,7.4,yes,06:50,06:52,0
N22DCDK274,Sunday,07:00,9.5,sunny,bus,35.5,0.96,5.49,no,06:43,06:56,0
N22DCVT585,Wednesday,07:00,2.4,sunny,bike,18.7,0.95,6.69,yes,06:52,06:59,0
N22DCIT610,Thursday,07:00,5.0,sunny,bike,15.0,0.96,7.66,yes,06:40,06:44,0
N22DCIT157,Saturday,07:00,8.1,windy,bus,35.9,0.98,6.86,no,06:46,06:56,0
N22DCME064,Saturday,07:00,4.8,windy,bike,17.8,0.74,5.14,yes,06:43,06:45,0
N22DCVT293,Sunday,07:00,3.1,rainy,bike,17.9,0.98,7.21,yes,06:49,06:49,0
N22DCCN171,Friday,07:00,6.7,sunny,bus,28.0,0.71,7.59,yes,06:45,06:48,0
N22DCME107,Wednesday,07:00,1.2,cloudy,walk,4.5,0.95,6.17,yes,06:44,06:56,0
N22DCIT350,Thursday,07:00,6.7,sunny,bus,30.9,0.56,7.01,no,06:46,07:00,1
N22DCCN048,Wednesday,07:00,9.9,cloudy,bus,28.9,0.66,5.02,yes,06:39,06:39,0
N22DCVT697,Wednesday,07:00,2.6,sunny,bike,21.6,0.93,8.95,yes,06:52,06:53,0
N22DCCN406,Sunday,07:00,1.6,rainy,walk,5.5,0.9,7.6,yes,06:42,06:55,0
N22DCVT377,Friday,07:00,6.5,sunny,bus,30.8,0.63,6.96,yes,06:47,06:58,0
N22DCVT128,Tuesday,07:00,5.2,rainy,bus,22.3,0.52,8.74,no,06:46,07:00,1
N22DCME163,Tuesday,07:00,1.8,sunny,walk,4.3,0.65,5.41,yes,06:34,06:41,0
N22DCVT635,Saturday,07:00,6.9,cloudy,bus,33.4,0.93,6.58,yes,06:47,06:48,0
N22DCME986,Saturday,07:00,8.1,sunny,bus,28.8,0.59,7.96,no,06:43,06:51,0
N22DCME057,Monday,07:00,9.1,cloudy,bus,27.5,0.72,7.21,yes,06:40,06:52,0
N22DCCN881,Monday,07:00,2.7,rainy,bike,23.5,0.64,5.91,yes,06:53,07:07,7
N22DCME856,Sunday,07:00,1.7,rainy,walk,5.7,0.93,7.79,no,06:42,06:53,0
N22DCME408,Monday,07:00,7.8,sunny,bus,24.4,0.8,7.62,yes,06:40,06:48,0
N22DCME035,Wednesday,07:00,2.0,sunny,bike,20.9,0.68,5.09,yes,06:54,07:01,2
N22DCIT657,Thursday,07:00,1.4,windy,walk,4.6,0.67,6.71,yes,06:41,06:48,0
N22DCVT841,Tuesday,07:00,9.6,sunny,bus,27.4,0.97,5.98,yes,06:38,06:39,0
N22DCIT193,Tuesday,07:00,6.3,sunny,bus,30.5,0.64,5.76,yes,06:47,06:48,0
N22DCDK974,Tuesday,07:00,5.2,rainy,bus,30.0,0.81,6.72,yes,06:49,07:01,2
N22DCME038,Saturday,07:00,4.3,cloudy,bike,18.6,0.83,6.1,no,06:46,06:59,0
N22DCME958,Thursday,07:00,1.5,sunny,walk,4.2,0.97,8.26,yes,06:38,06:41,0
N22DCME901,Thursday,07:00,1.7,sunny,walk,4.5,0.98,8.98,yes,06:37,06:46,0
N22DCVT549,Friday,07:00,3.5,cloudy,bike,17.6,0.7,8.29,yes,06:48,06:56,0
N22DCDK004,Thursday,07:00,6.4,cloudy,bus,26.2,0.71,8.85,yes,06:45,06:57,0
N22DCIT935,Tuesday,07:00,2.8,rainy,bike,22.8,0.6,5.94,yes,06:52,06:56,0
N22DCDK968,Thursday,07:00,3.1,cloudy,bike,23.7,0.51,5.45,no,06:52,06:58,0
N22DCIT139,Monday,07:00,5.0,cloudy,bike,22.7,0.62,6.2,yes,06:46,06:54,0
N22DCME279,Friday,07:00,3.5,rainy,bike,22.8,0.59,5.03,yes,06:50,06:59,0
N22DCME632,Monday,07:00,0.7,sunny,walk,4.2,0.66,5.74,yes,06:50,06:55,0
N22DCME853,Tuesday,07:00,1.6,rainy,walk,5.6,0.62,8.8,yes,06:42,06:43,0
N22DCVT291,Thursday,07:00,5.0,cloudy,bike,23.6,0.61,5.2,yes,06:47,06:53,0
N22DCME679,Saturday,07:00,5.9,sunny,bus,31.1,0.82,5.17,yes,06:48,06:58,0
N22DCIT783,Thursday,07:00,7.1,sunny,bus,24.8,0.8,6.17,yes,06:42,06:48,0
N22DCIT625,Tuesday,07:00,7.4,sunny,bus,39.2,0.74,7.66,yes,06:48,06:48,0
N22DCVT814,Saturday,07:00,9.0,rainy,bus,28.9,0.72,8.01,yes,06:41,06:48,0
N22DCCN720,Thursday,07:00,1.2,rainy,walk,5.6,0.77,6.73,no,06:47,06:55,0
N22DCIT536,Wednesday,07:00,4.5,sunny,bike,16.9,0.83,5.77,yes,06:44,06:54,0
N22DCDK253,Thursday,07:00,4.7,rainy,bike,20.2,0.5,5.28,yes,06:46,07:00,1
N22DCDK908,Saturday,07:00,8.2,rainy,bus,21.9,0.61,6.65,no,06:37,06:48,0
N22DCCN658,Wednesday,07:00,5.8,sunny,bus,25.7,0.97,5.86,yes,06:46,06:47,0
N22DCCN734,Sunday,07:00,9.4,sunny,bus,32.5,0.99,6.34,yes,06:42,06:50,0
N22DCCN675,Wednesday,07:00,2.6,rainy,bike,21.1,0.71,7.95,no,06:52,07:01,2
N22DCDK196,Tuesday,07:00,3.9,sunny,bike,15.5,0.55,8.57,no,06:44,06:51,0
N22DCME184,Friday,07:00,3.2,rainy,bike,16.6,0.62,7.45,yes,06:48,06:51,0
N22DCDK888,Tuesday,07:00,5.8,sunny,bus,23.7,1.0,5.51,yes,06:45,06:46,0
N22DCCN961,Wednesday,07:00,3.7,sunny,bike,22.4,0.92,5.67,no,06:50,07:02,3
N22DCCN770,Sunday,07:00,5.5,rainy,bus,31.8,0.6,5.76,yes,06:49,06:58,0
N22DCDK437,Friday,07:00,2.3,sunny,bike,22.8,0.9,6.86,yes,06:53,07:04,4
N22DCME853,Sunday,07:00,2.9,rainy,bike,21.9,0.9,8.86,yes,06:52,07:00,1
N22DCVT208,Monday,07:00,7.2,rainy,bus,29.9,0.81,8.86,yes,06:45,06:57,0
N22DCDK983,Thursday,07:00,8.2,cloudy,bus,35.6,0.9,6.37,no,06:46,06:59,0
N22DCIT101,Thursday,07:00,6.4,windy,bus,30.5,0.81,6.22,yes,06:47,06:57,0
N22DCVT896,Monday,07:00,1.9,windy,walk,5.0,0.64,8.45,yes,06:37,06:42,0
N22DCVT438,Friday,07:00,1.8,sunny,walk,4.9,0.66,5.52,no,06:37,06:42,0
N22DCME816,Saturday,07:00,8.1,rainy,bus,34.5,0.58,5.39,yes,06:45,06:55,0
N22DCCN364,Tuesday,07:00,6.9,rainy,bus,27.5,0.88,7.78,yes,06:44,06:52,0
N22DCIT108,Thursday,07:00,2.7,windy,bike,19.6,0.86,8.3,yes,06:51,06:52,0
N22DCCN676,Saturday,07:00,3.6,windy,bike,15.6,0.51,8.74,yes,06:46,06:53,0
N22DCIT666,Sunday,07:00,6.3,sunny,bus,29.6,0.67,7.2,yes,06:47,06:49,0
N22DCCN145,Wednesday,07:00,3.3,sunny,bike,24.3,0.71,5.04,yes,06:51,07:00,0
N22DCVT779,Saturday,07:00,3.4,rainy,bike,17.3,0.61,6.22,yes,06:48,06:51,0
N22DCIT771,Tuesday,07:00,9.9,windy,bus,37.8,0.58,6.99,yes,06:44,06:52,0
N22DCIT818,Friday,07:00,9.3,sunny,bus,34.5,0.63,6.12,no,06:43,06:55,0
N22DCME773,Thursday,07:00,2.5,sunny,bike,17.0,0.98,5.58,yes,06:51,07:03,4
N22DCVT721,Friday,07:00,2.2,sunny,bike,16.7,0.66,6.8,yes,06:52,06:59,0
N22DCME228,Sunday,07:00,7.1,rainy,bus,37.5,0.85,5.48,yes,06:48,07:00,0
N22DCCN457,Tuesday,07:00,7.0,cloudy,bus,20.9,0.61,5.7,yes,06:39,06:50,0
N22DCIT413,Saturday,07:00,5.4,sunny,bus,37.3,0.54,6.33,no,06:51,06:54,0
N22DCCN380,Tuesday,07:00,8.0,sunny,bus,22.4,0.9,5.57,no,06:38,06:49,0
N22DCVT235,Thursday,07:00,3.7,sunny,bike,17.1,0.6,6.07,yes,06:47,06:52,0
N22DCME009,Friday,07:00,9.9,cloudy,bus,34.4,0.86,5.02,no,06:42,06:43,0
N22DCCN730,Monday,07:00,7.4,sunny,bus,23.3,0.53,6.71,no,06:40,06:45,0
N22DCVT447,Friday,07:00,1.5,sunny,walk,5.3,0.81,8.11,yes,06:43,06:51,0
N22DCME838,Thursday,07:00,0.6,sunny,walk,5.7,0.51,5.68,yes,06:53,07:05,5
N22DCME687,Tuesday,07:00,7.5,cloudy,bus,28.9,0.73,5.88,yes,06:44,06:55,0
N22DCME401,Sunday,07:00,6.9,rainy,bus,22.9,0.64,6.73,yes,06:41,06:43,0
N22DCME004,Friday,07:00,4.8,sunny,bike,22.5,0.84,8.44,yes,06:47,06:49,0
N22DCCN733,Sunday,07:00,1.0,rainy,walk,5.1,0.71,7.21,yes,06:48,06:56,0
N22DCIT500,Friday,07:00,2.7,cloudy,bike,21.4,0.54,6.55,yes,06:52,06:59,0
N22DCIT978,Sunday,07:00,5.1,rainy,bus,33.4,0.86,5.18,yes,06:50,06:53,0
N22DCME389,Sunday,07:00,5.7,sunny,bus,32.9,0.74,7.96,yes,06:49,06:59,0
N22DCME879,Wednesday,07:00,0.8,sunny,walk,4.3,0.75,8.83,yes,06:48,06:50,0
N22DCCN137,Wednesday,07:00,8.1,windy,bus,29.7,0.58,6.5,yes,06:43,06:52,0
N22DCVT281,Tuesday,07:00,8.8,rainy,bus,24.0,0.52,8.17,yes,06:38,06:38,0
N22DCIT140,Monday,07:00,7.0,sunny,bus,33.3,0.62,8.79,yes,06:47,06:58,0
N22DCCN145,Sunday,07:00,0.8,sunny,walk,5.3,0.5,7.43,yes,06:50,06:53,0
N22DCVT402,Monday,07:00,5.0,sunny,bike,16.7,0.74,7.58,yes,06:42,06:50,0
N22DCIT734,Thursday,07:00,0.9,sunny,walk,5.9,0.75,7.35,yes,06:50,06:59,0
N22DCDK204,Friday,07:00,4.6,cloudy,bike,16.7,0.87,5.89,yes,06:43,06:53,0
N22DCDK700,Thursday,07:00,5.9,sunny,bus,22.5,0.62,8.47,yes,06:44,06:50,0
N22DCDK219,Friday,07:00,4.4,sunny,bike,18.6,0.92,7.0,yes,06:45,06:48,0
N22DCME897,Friday,07:00,5.7,rainy,bus,24.0,0.9,5.93,yes,06:45,06:49,0
N22DCDK924,Saturday,07:00,3.9,windy,bike,15.5,0.6,7.64,yes,06:44,06:51,0
N22DCCN628,Friday,07:00,9.6,sunny,bus,34.3,0.62,6.93,yes,06:43,06:57,0
N22DCIT471,Sunday,07:00,2.3,rainy,bike,17.6,0.99,5.8,yes,06:52,07:03,4
N22DCIT393,Sunday,07:00,9.7,sunny,bus,20.3,0.89,7.35,yes,06:31,06:42,0
N22DCDK243,Tuesday,07:00,3.5,windy,bike,15.3,0.73,6.24,yes,06:46,07:00,1
N22DCME847,Friday,07:00,9.4,cloudy,bus,34.0,0.53,6.27,yes,06:43,06:57,0
N22DCDK583,Wednesday,07:00,9.2,sunny,bus,30.9,0.74,8.93,yes,06:42,06:45,0
N22DCIT886,Thursday,07:00,5.2,rainy,bus,31.1,0.9,6.55,no,06:49,06:51,0
N22DCVT762,Friday,07:00,9.9,cloudy,bus,21.8,0.56,5.29,yes,06:32,06:42,0
N22DCVT281,Friday,07:00,7.1,rainy,bus,36.7,0.84,6.94,yes,06:48,07:00,0
N22DCDK876,Monday,07:00,8.2,sunny,bus,21.2,0.52,7.81,yes,06:36,06:38,0
N22DCCN401,Monday,07:00,2.5,sunny,bike,23.6,0.52,5.68,yes,06:53,07:04,4
N22DCCN812,Sunday,07:00,4.8,rainy,bike,20.2,0.51,7.85,yes,06:45,06:56,0
N22DCDK580,Thursday,07:00,7.3,sunny,bus,38.0,0.88,7.83,yes,06:48,06:50,0
N22DCVT420,Wednesday,07:00,2.2,cloudy,bike,20.4,0.96,8.36,yes,06:53,06:58,0
N22DCCN418,Thursday,07:00,8.7,cloudy,bus,39.6,0.68,6.74,yes,06:46,06:56,0
N22DCIT848,Thursday,07:00,9.6,cloudy,bus,33.3,0.5,5.78,yes,06:42,06:56,0
N22DCCN664,Saturday,07:00,2.1,sunny,bike,21.8,0.66,5.46,no,06:54,06:55,0
N22DCDK999,Friday,07:00,5.3,windy,bus,23.3,0.97,7.93,yes,06:46,06:47,0
N22DCIT866,Wednesday,07:00,4.3,cloudy,bike,16.0,0.81,5.77,yes,06:43,06:50,0
N22DCVT951,Thursday,07:00,3.6,windy,bike,18.1,0.66,5.48,yes,06:48,06:54,0
N22DCDK621,Thursday,07:00,0.9,sunny,walk,4.3,0.54,7.26,yes,06:47,07:01,2
N22DCDK959,Sunday,07:00,3.4,windy,bike,16.6,0.64,7.55,yes,06:47,07:00,1
