student_id, weekday  , class_start_time, distance_km, weather, transport_mode, avg_speed_kmh, habitual_punctuality, sleep_hours, alarm_used, expected_time, check_in_time, late_minutes
N22DCVT700, Monday   , 07:00           ,         5.0, rainy  , bike          ,          19.5,                 0.72,        8.96, no        , 06:44        , 06:58        ,            0
N22DCME549, Wednesday, 07:00           ,         7.2, sunny  , bus           ,          27.4,                 0.53,        7.49, yes       , 06:44        , 06:45        ,            0
N22DCCN787, Tuesday  , 07:00           ,         0.8, sunny  , walk          ,           5.5,                 0.96,        5.36, no        , 06:51        , 07:03        ,            4
N22DCCN111, Saturday , 07:00           ,         6.1, sunny  , bus           ,          37.9,                 0.86,        7.33, yes       , 06:50        , 06:50        ,            0
N22DCVT138, Wednesday, 07:00           ,         2.6, sunny  , bike          ,          15.6,                 0.68,        7.09, yes       , 06:50        , 06:56        ,            0
N22DCME536, Tuesday  , 07:00           ,         6.7, sunny  , bus           ,          23.9,                 0.71,        7.46, yes       , 06:43        , 06:45        ,            0
N22DCVT792, Monday   , 07:00           ,         3.9, sunny  , bike          ,          24.1,                 0.72,        6.0 , no        , 06:50        , 07:03        ,            3
N22DCME553, Thursday , 07:00           ,         3.1, rainy  , bike          ,          19.2,                 0.83,        7.6 , yes       , 06:50        , 07:01        ,            2
N22DCVT864, Sunday   , 07:00           ,         5.8, rainy  , bus           ,          21.0,                 0.5 ,        8.26, yes       , 06:43        , 06:46        ,            0
N22DCDK558, Thursday , 07:00           ,         8.7, rainy  , bus           ,          36.5,                 0.94,        8.89, yes       , 06:45        , 06:59        ,            0
N22DCIT739, Thursday , 07:00           ,         6.5, sunny  , bus           ,          22.9,                 0.75,        8.92, yes       , 06:42        , 06:50        ,            0
N22DCCN543, Tuesday  , 07:00           ,         7.0, windy  , bus           ,          28.9,                 0.74,        8.77, yes       , 06:45        , 06:47        ,            0
N22DCME621, Sunday   , 07:00           ,         7.9, rainy  , bus           ,          35.6,                 0.63,        8.93, yes       , 06:46        , 06:49        ,            0
N22DCDK251, Wednesday, 07:00           ,         2.6, sunny  , bike          ,          18.8,                 0.84,        8.51, yes       , 06:51        , 07:05        ,            5
N22DCCN796, Monday   , 07:00           ,         2.4, rainy  , bike          ,          22.9,                 0.83,        8.56, yes       , 06:53        , 07:06        ,            6
N22DCCN760, Friday   , 07:00           ,         8.4, rainy  , bus           ,          32.1,                 0.77,        5.3 , no        , 06:44        , 06:54        ,            0
N22DCIT440, Saturday , 07:00           ,         0.7, sunny  , walk          ,           4.1,                 0.69,        8.13, yes       , 06:49        , 06:55        ,            0
N22DCCN199, Saturday , 07:00           ,         3.7, sunny  , bike          ,          23.5,                 0.99,        7.86, yes       , 06:50        , 06:56        ,            0
N22DCDK420, Monday   , 07:00           ,         9.8, cloudy , bus           ,          39.7,                 0.94,        6.31, no        , 06:45        , 07:00        ,            0
N22DCIT076, Sunday   , 07:00           ,         5.1, sunny  , bus           ,          25.2,                 0.76,        6.46, yes       , 06:47        , 06:59        ,            0
N22DCVT489, Sunday   , 07:00           ,         1.6, cloudy , walk          ,           4.5,                 0.52,        8.55, yes       , 06:38        , 06:41        ,            0
N22DCIT430, Saturday , 07:00           ,         2.3, sunny  , bike          ,          22.0,                 0.59,        6.17, yes       , 06:53        , 07:08        ,            9
N22DCIT062, Monday   , 07:00           ,         8.7, sunny  , bus           ,          22.4,                 0.84,        6.69, yes       , 06:36        , 06:40        ,            0
N22DCDK797, Thursday , 07:00           ,         8.2, sunny  , bus           ,          27.7,                 0.9 ,        7.66, no        , 06:42        , 06:45        ,            0
N22DCVT491, Tuesday  , 07:00           ,         8.9, sunny  , bus           ,          25.5,                 0.57,        5.68, yes       , 06:39        , 06:47        ,            0
N22DCIT060, Tuesday  , 07:00           ,         7.9, sunny  , bus           ,          28.0,                 0.79,        5.76, yes       , 06:43        , 06:48        ,            0
N22DCDK115, Tuesday  , 07:00           ,         5.9, cloudy , bus           ,          37.5,                 0.99,        5.62, yes       , 06:50        , 07:00        ,            1
N22DCCN587, Thursday , 07:00           ,         6.8, rainy  , bus           ,          37.2,                 0.78,        6.1 , yes       , 06:49        , 06:58        ,            0
N22DCIT822, Monday   , 07:00           ,         1.2, sunny  , walk          ,           5.7,                 0.75,        6.99, yes       , 06:47        , 07:01        ,            1
N22DCME197, Saturday , 07:00           ,         2.0, rainy  , bike          ,          23.4,                 0.77,        5.95, no        , 06:54        , 07:01        ,            1
N22DCME263, Thursday , 07:00           ,         4.2, sunny  , bike          ,          19.7,                 0.65,        8.34, no        , 06:47        , 06:48        ,            0
N22DCCN584, Tuesday  , 07:00           ,         6.1, sunny  , bus           ,          36.1,                 0.78,        5.86, yes       , 06:49        , 07:04        ,            4
N22DCME883, Monday   , 07:00           ,         5.8, windy  , bus           ,          28.1,                 0.76,        8.64, yes       , 06:47        , 06:59        ,            0
N22DCIT959, Thursday , 07:00           ,         2.7, sunny  , bike          ,          19.0,                 0.89,        6.45, yes       , 06:51        , 07:02        ,            2
N22DCVT637, Friday   , 07:00           ,         4.9, sunny  , bike          ,          19.2,                 0.66,        6.3 , yes       , 06:44        , 06:47        ,            0
N22DCME708, Thursday , 07:00           ,         7.4, sunny  , bus           ,          37.6,                 0.95,        6.67, yes       , 06:48        , 06:54        ,            0
N22DCVT126, Monday   , 07:00           ,         5.0, rainy  , bike          ,          22.5,                 0.57,        8.94, yes       , 06:46        , 07:01        ,            1
N22DCCN611, Sunday   , 07:00           ,         4.1, sunny  , bike          ,          23.6,                 0.57,        7.46, yes       , 06:49        , 06:58        ,            0
N22DCCN238, Thursday , 07:00           ,         4.0, sunny  , bike          ,          17.0,                 0.89,        5.8 , yes       , 06:45        , 06:48        ,            0
N22DCCN804, Saturday , 07:00           ,         8.4, rainy  , bus           ,          22.3,                 0.77,        7.46, yes       , 06:37        , 06:47        ,            0
N22DCDK262, Tuesday  , 07:00           ,         8.1, sunny  , bus           ,          24.5,                 0.75,        5.59, yes       , 06:40        , 06:45        ,            0
N22DCME542, Tuesday  , 07:00           ,         7.9, sunny  , bus           ,          25.5,                 0.71,        7.96, yes       , 06:41        , 06:43        ,            0
N22DCCN201, Monday   , 07:00           ,         5.4, sunny  , bus           ,          20.1,                 0.8 ,        6.01, yes       , 06:43        , 06:48        ,            0
N22DCVT253, Tuesday  , 07:00           ,         2.8, sunny  , bike          ,          23.2,                 0.83,        6.92, yes       , 06:52        , 07:01        ,            2
N22DCVT475, Thursday , 07:00           ,         3.2, windy  , bike          ,          17.7,                 0.75,        8.61, yes       , 06:49        , 07:04        ,            4
N22DCDK014, Friday   , 07:00           ,         3.1, cloudy , bike          ,          15.1,                 0.68,        8.62, yes       , 06:47        , 06:52        ,            0
N22DCDK440, Friday   , 07:00           ,         0.7, rainy  , walk          ,           4.0,                 0.99,        5.23, no        , 06:49        , 06:57        ,            0
N22DCDK803, Sunday   , 07:00           ,         1.8, cloudy , walk          ,           4.1,                 0.65,        7.97, yes       , 06:33        , 06:33        ,            0
N22DCDK744, Wednesday, 07:00           ,         7.9, sunny  , bus           ,          25.9,                 0.94,        5.6 , yes       , 06:41        , 06:43        ,            0
N22DCDK323, Thursday , 07:00           ,         3.3, sunny  , bike          ,          20.5,                 0.62,        7.67, yes       , 06:50        , 06:51        ,            0
N22DCVT664, Saturday , 07:00           ,         5.6, sunny  , bus           ,          20.1,                 0.87,        7.05, yes       , 06:43        , 06:46        ,            0
N22DCCN281, Tuesday  , 07:00           ,         2.7, rainy  , bike          ,          18.0,                 0.92,        7.95, yes       , 06:51        , 06:59        ,            0
N22DCCN172, Sunday   , 07:00           ,         3.5, sunny  , bike          ,          24.3,                 0.6 ,        5.59, yes       , 06:51        , 07:00        ,            0
N22DCME277, Sunday   , 07:00           ,         1.3, cloudy , walk          ,           4.7,                 0.76,        6.42, yes       , 06:43        , 06:57        ,            0
N22DCVT928, Monday   , 07:00           ,         6.4, sunny  , bus           ,          33.6,                 0.59,        7.47, no        , 06:48        , 06:49        ,            0
N22DCCN767, Sunday   , 07:00           ,         5.8, sunny  , bus           ,          21.4,                 0.88,        5.38, yes       , 06:43        , 06:57        ,            0
N22DCIT625, Saturday , 07:00           ,        10.0, sunny  , bus           ,          31.7,                 0.52,        7.95, no        , 06:41        , 06:50        ,            0
N22DCCN894, Tuesday  , 07:00           ,         7.8, cloudy , bus           ,          21.8,                 0.57,        7.85, yes       , 06:38        , 06:49        ,            0
N22DCVT702, Thursday , 07:00           ,         3.2, sunny  , bike          ,          15.1,                 0.95,        8.2 , yes       , 06:47        , 06:58        ,            0
N22DCIT219, Friday   , 07:00           ,         8.3, sunny  , bus           ,          25.5,                 0.88,        6.02, yes       , 06:40        , 06:48        ,            0
N22DCDK190, Friday   , 07:00           ,         0.6, sunny  , walk          ,           4.2,                 0.66,        6.97, no        , 06:51        , 06:57        ,            0
N22DCCN237, Thursday , 07:00           ,         6.7, sunny  , bus           ,          21.8,                 0.68,        8.11, yes       , 06:41        , 06:42        ,            0
N22DCME657, Sunday   , 07:00           ,         2.6, cloudy , bike          ,          23.4,                 0.98,        6.5 , yes       , 06:53        , 06:56        ,            0
N22DCDK716, Monday   , 07:00           ,         1.7, cloudy , walk          ,           4.3,                 0.85,        7.29, yes       , 06:36        , 06:36        ,            0
N22DCME603, Thursday , 07:00           ,         8.4, rainy  , bus           ,          29.8,                 0.6 ,        8.68, yes       , 06:43        , 06:56        ,            0
N22DCIT863, Sunday   , 07:00           ,         3.8, sunny  , bike          ,          15.2,                 0.62,        5.73, yes       , 06:45        , 06:50        ,            0
N22DCVT607, Friday   , 07:00           ,         5.9, windy  , bus           ,          27.9,                 0.99,        7.31, yes       , 06:47        , 06:55        ,            0
N22DCVT638, Thursday , 07:00           ,         0.8, sunny  , walk          ,           5.0,                 0.86,        5.5 , yes       , 06:50        , 07:04        ,            4
N22DCVT858, Tuesday  , 07:00           ,         3.4, rainy  , bike          ,          17.7,                 0.52,        7.08, yes       , 06:48        , 07:01        ,            2
N22DCME463, Monday   , 07:00           ,         4.0, windy  , bike          ,          18.4,                 0.65,        8.44, yes       , 06:46        , 06:57        ,            0
N22DCCN609, Thursday , 07:00           ,         9.8, sunny  , bus           ,          23.1,                 0.97,        8.81, yes       , 06:34        , 06:36        ,            0
N22DCVT796, Tuesday  , 07:00           ,         9.0, sunny  , bus           ,          29.6,                 0.64,        7.58, yes       , 06:41        , 06:43        ,            0
N22DCDK884, Sunday   , 07:00           ,         2.2, rainy  , bike          ,          23.3,                 0.81,        5.07, yes       , 06:54        , 07:09        ,            9
N22DCME489, Thursday , 07:00           ,         7.4, rainy  , bus           ,          20.1,                 0.66,        8.92, yes       , 06:37        , 06:42        ,            0
N22DCVT704, Sunday   , 07:00           ,         7.7, rainy  , bus           ,          30.0,                 0.72,        5.28, yes       , 06:44        , 06:58        ,            0
N22DCME925, Monday   , 07:00           ,         6.6, windy  , bus           ,          28.1,                 0.92,        6.83, yes       , 06:45        , 06:53        ,            0
N22DCME877, Sunday   , 07:00           ,         1.2, windy  , walk          ,           5.6,                 0.52,        5.68, yes       , 06:47        , 06:56        ,            0
N22DCIT551, Monday   , 07:00           ,         5.1, sunny  , bus           ,          23.8,                 0.96,        8.41, yes       , 06:47        , 06:59        ,            0
N22DCIT326, Wednesday, 07:00           ,         4.8, cloudy , bike          ,          19.9,                 0.55,        6.6 , yes       , 06:45        , 06:47        ,            0
N22DCME193, Monday   , 07:00           ,         3.6, rainy  , bike          ,          23.8,                 0.71,        8.88, yes       , 06:50        , 06:55        ,            0
N22DCCN745, Tuesday  , 07:00           ,         8.5, sunny  , bus           ,          21.6,                 0.92,        8.22, yes       , 06:36        , 06:50        ,            0
N22DCDK579, Thursday , 07:00           ,         8.6, cloudy , bus           ,          32.5,                 0.84,        8.88, yes       , 06:44        , 06:52        ,            0
N22DCVT294, Monday   , 07:00           ,         5.6, sunny  , bus           ,          39.9,                 0.91,        8.91, yes       , 06:51        , 06:55        ,            0
N22DCDK151, Tuesday  , 07:00           ,         9.5, sunny  , bus           ,          25.5,                 0.79,        7.28, yes       , 06:37        , 06:47        ,            0
N22DCCN070, Saturday , 07:00           ,         6.0, sunny  , bus           ,          32.6,                 0.52,        7.5 , no        , 06:48        , 06:59        ,            0
N22DCIT118, Tuesday  , 07:00           ,         2.7, sunny  , bike          ,          21.2,                 0.63,        7.0 , yes       , 06:52        , 06:53        ,            0
N22DCCN723, Friday   , 07:00           ,         6.1, sunny  , bus           ,          25.1,                 0.74,        6.88, no        , 06:45        , 06:48        ,            0
N22DCVT987, Sunday   , 07:00           ,         7.2, rainy  , bus           ,          25.7,                 1.0 ,        7.39, yes       , 06:43        , 06:51        ,            0
N22DCCN166, Sunday   , 07:00           ,         6.3, cloudy , bus           ,          23.0,                 0.66,        6.83, yes       , 06:43        , 06:50        ,            0
N22DCVT234, Thursday , 07:00           ,         0.7, sunny  , walk          ,           4.0,                 0.52,        6.11, yes       , 06:49        , 06:49        ,            0
N22DCVT349, Monday   , 07:00           ,         0.9, rainy  , walk          ,           4.8,                 0.7 ,        5.42, no        , 06:48        , 06:53        ,            0
N22DCIT606, Sunday   , 07:00           ,         1.4, rainy  , walk          ,           4.0,                 0.66,        5.5 , yes       , 06:39        , 06:50        ,            0
N22DCME341, Monday   , 07:00           ,         1.3, sunny  , walk          ,           5.1,                 0.84,        6.61, yes       , 06:44        , 06:56        ,            0
N22DCDK509, Wednesday, 07:00           ,         3.8, sunny  , bike          ,          20.2,                 0.72,        7.99, yes       , 06:48        , 06:50        ,            0
N22DCVT334, Thursday , 07:00           ,         6.2, sunny  , bus           ,          33.4,                 0.85,        5.15, yes       , 06:48        , 06:52        ,            0
N22DCCN858, Sunday   , 07:00           ,         7.4, sunny  , bus           ,          25.3,                 0.78,        7.25, no        , 06:42        , 06:45        ,            0
N22DCDK752, Thursday , 07:00           ,         8.0, rainy  , bus           ,          36.9,                 0.88,        5.28, yes       , 06:46        , 06:53        ,            0
N22DCME990, Sunday   , 07:00           ,         1.9, cloudy , walk          ,           4.9,                 0.59,        7.76, yes       , 06:36        , 06:47        ,            0
N22DCDK328, Tuesday  , 07:00           ,         1.5, sunny  , walk          ,           4.4,                 0.97,        8.6 , yes       , 06:39        , 06:47        ,            0
N22DCVT449, Tuesday  , 07:00           ,         0.9, rainy  , walk          ,           4.3,                 0.9 ,        8.22, yes       , 06:47        , 06:54        ,            0
N22DCCN292, Sunday   , 07:00           ,         7.9, rainy  , bus           ,          35.8,                 0.89,        6.51, yes       , 06:46        , 06:53        ,            0
N22DCCN088, Thursday , 07:00           ,         7.2, rainy  , bus           ,          25.3,                 0.83,        6.45, no        , 06:42        , 06:55        ,            0
N22DCIT682, Saturday , 07:00           ,         5.5, windy  , bus           ,          33.0,                 0.73,        7.26, no        , 06:50        , 07:02        ,            3
N22DCVT619, Tuesday  , 07:00           ,         5.1, rainy  , bus           ,          23.1,                 0.91,        8.59, yes       , 06:46        , 06:57        ,            0
N22DCVT110, Sunday   , 07:00           ,         8.6, sunny  , bus           ,          39.8,                 0.92,        7.98, yes       , 06:47        , 06:52        ,            0
N22DCCN238, Tuesday  , 07:00           ,         5.5, windy  , bus           ,          33.2,                 0.82,        7.74, yes       , 06:50        , 07:01        ,            1
N22DCVT234, Tuesday  , 07:00           ,        10.0, sunny  , bus           ,          35.6,                 0.67,        6.18, yes       , 06:43        , 06:44        ,            0
N22DCDK472, Friday   , 07:00           ,         4.3, cloudy , bike          ,          20.4,                 0.71,        7.11, yes       , 06:47        , 06:59        ,            0
N22DCCN071, Thursday , 07:00           ,         9.3, sunny  , bus           ,          39.1,                 0.88,        6.66, yes       , 06:45        , 06:52        ,            0
N22DCCN229, Thursday , 07:00           ,         2.2, windy  , bike          ,          15.8,                 0.58,        7.41, yes       , 06:51        , 06:58        ,            0
N22DCDK362, Sunday   , 07:00           ,         3.7, rainy  , bike          ,          22.6,                 0.79,        6.37, yes       , 06:50        , 07:00        ,            1
N22DCME363, Friday   , 07:00           ,         5.7, cloudy , bus           ,          21.1,                 0.96,        5.35, no        , 06:43        , 06:49        ,            0
N22DCDK681, Tuesday  , 07:00           ,         4.0, cloudy , bike          ,          17.1,                 0.88,        6.27, no        , 06:45        , 06:52        ,            0
N22DCDK497, Sunday   , 07:00           ,         1.0, windy  , walk          ,           6.0,                 0.8 ,        6.57, yes       , 06:50        , 07:04        ,            4
N22DCVT208, Sunday   , 07:00           ,         3.4, rainy  , bike          ,          19.9,                 0.69,        7.92, no        , 06:49        , 06:50        ,            0
N22DCCN442, Wednesday, 07:00           ,         9.0, windy  , bus           ,          20.1,                 0.75,        8.73, yes       , 06:33        , 06:41        ,            0
N22DCVT003, Thursday , 07:00           ,         3.0, rainy  , bike          ,          20.7,                 0.81,        7.13, yes       , 06:51        , 07:03        ,            3
N22DCVT054, Sunday   , 07:00           ,         7.3, rainy  , bus           ,          28.1,                 0.89,        6.94, yes       , 06:44        , 06:54        ,            0
N22DCCN859, Sunday   , 07:00           ,         7.2, rainy  , bus           ,          23.8,                 0.59,        5.01, yes       , 06:41        , 06:43        ,            0
N22DCCN413, Thursday , 07:00           ,         6.7, cloudy , bus           ,          34.5,                 0.59,        6.71, no        , 06:48        , 06:55        ,            0
N22DCDK067, Friday   , 07:00           ,         6.6, sunny  , bus           ,          39.0,                 0.66,        7.39, yes       , 06:49        , 07:00        ,            0
N22DCDK297, Monday   , 07:00           ,         1.3, sunny  , walk          ,           4.0,                 0.56,        6.51, yes       , 06:40        , 06:45        ,            0
N22DCDK114, Friday   , 07:00           ,         6.2, cloudy , bus           ,          20.3,                 0.83,        7.57, no        , 06:41        , 06:50        ,            0
N22DCCN679, Wednesday, 07:00           ,         4.7, cloudy , bike          ,          23.8,                 0.9 ,        5.62, yes       , 06:48        , 06:52        ,            0
N22DCME865, Wednesday, 07:00           ,         7.6, cloudy , bus           ,          27.8,                 0.78,        6.31, yes       , 06:43        , 06:47        ,            0
N22DCVT179, Sunday   , 07:00           ,         6.5, sunny  , bus           ,          37.9,                 0.91,        5.88, no        , 06:49        , 06:57        ,            0
N22DCDK742, Monday   , 07:00           ,         8.7, sunny  , bus           ,          21.1,                 0.58,        6.4 , yes       , 06:35        , 06:45        ,            0
N22DCCN411, Monday   , 07:00           ,         7.6, cloudy , bus           ,          30.5,                 0.97,        5.67, no        , 06:45        , 06:55        ,            0
N22DCIT316, Wednesday, 07:00           ,         8.7, sunny  , bus           ,          39.7,                 0.57,        5.49, yes       , 06:46        , 06:57        ,            0
N22DCIT475, Thursday , 07:00           ,         3.5, rainy  , bike          ,          20.1,                 0.8 ,        8.3 , yes       , 06:49        , 06:57        ,            0
N22DCVT803, Tuesday  , 07:00           ,         8.4, sunny  , bus           ,          32.9,                 0.56,        6.46, yes       , 06:44        , 06:57        ,            0
N22DCME205, Sunday   , 07:00           ,         5.5, sunny  , bus           ,          34.5,                 0.92,        5.37, no        , 06:50        , 06:58        ,            0
N22DCDK441, Wednesday, 07:00           ,         8.7, rainy  , bus           ,          30.7,                 0.72,        7.12, yes       , 06:42        , 06:53        ,            0
N22DCCN645, Friday   , 07:00           ,         3.6, sunny  , bike          ,          22.5,                 0.87,        7.74, yes       , 06:50        , 06:56        ,            0
N22DCCN975, Tuesday  , 07:00           ,         6.1, windy  , bus           ,          22.5,                 0.88,        5.2 , yes       , 06:43        , 06:52        ,            0
N22DCIT497, Saturday , 07:00           ,         2.3, windy  , bike          ,          21.8,                 0.57,        5.34, yes       , 06:53        , 07:04        ,            5
N22DCVT148, Monday   , 07:00           ,         2.6, sunny  , bike          ,          20.7,                 0.76,        8.82, yes       , 06:52        , 07:05        ,            5
N22DCME860, Thursday , 07:00           ,         4.2, cloudy , bike          ,          24.7,                 0.64,        6.52, yes       , 06:49        , 06:54        ,            0
N22DCVT322, Saturday , 07:00           ,         0.9, rainy  , walk          ,           5.0,                 0.82,        5.79, no        , 06:49        , 06:59        ,            0
N22DCME602, Monday   , 07:00           ,         4.3, sunny  , bike          ,          20.5,                 0.59,        8.45, yes       , 06:47        , 06:52        ,            0
N22DCCN935, Wednesday, 07:00           ,         9.3, sunny  , bus           ,          21.2,                 0.78,        8.03, yes       , 06:33        , 06:46        ,            0
N22DCDK566, Saturday , 07:00           ,         7.9, sunny  , bus           ,          34.8,                 0.56,        6.91, yes       , 06:46        , 06:57        ,            0
N22DCCN631, Thursday , 07:00           ,         6.2, sunny  , bus           ,          30.9,                 0.63,        7.88, no        , 06:47        , 06:50        ,            0
N22DCDK940, Tuesday  , 07:00           ,         5.3, sunny  , bus           ,          26.6,                 0.77,        5.83, yes       , 06:48        , 06:48        ,            0
N22DCIT670, Wednesday, 07:00           ,         3.9, sunny  , bike          ,          16.2,                 0.56,        8.63, yes       , 06:45        , 06:46        ,            0
N22DCVT882, Saturday , 07:00           ,         4.3, cloudy , bike          ,          16.9,                 0.7 ,        6.13, yes       , 06:44        , 06:52        ,            0
N22DCME688, Friday   , 07:00           ,         2.0, sunny  , bike          ,          16.6,                 0.65,        8.05, yes       , 06:52        , 06:59        ,            0
N22DCDK803, Saturday , 07:00           ,         4.2, sunny  , bike          ,          15.0,                 0.85,        6.76, yes       , 06:43        , 06:51        ,            0
N22DCDK235, Tuesday  , 07:00           ,         6.9, sunny  , bus           ,          31.9,                 0.75,        5.69, yes       , 06:47        , 06:50        ,            0
N22DCME545, Wednesday, 07:00           ,         5.8, sunny  , bus           ,          36.9,                 0.83,        7.06, yes       , 06:50        , 06:55        ,            0
N22DCDK361, Tuesday  , 07:00           ,         3.2, rainy  , bike          ,          23.3,                 0.93,        7.39, yes       , 06:51        , 06:59        ,            0
N22DCIT884, Monday   , 07:00           ,         3.4, rainy  , bike          ,          16.8,                 0.85,        5.9 , yes       , 06:47        , 06:53        ,            0
N22DCME912, Sunday   , 07:00           ,         8.9, rainy  , bus           ,          38.5,                 0.97,        5.16, yes       , 06:46        , 06:57        ,            0
N22DCVT777, Wednesday, 07:00           ,         7.2, sunny  , bus           ,          37.0,                 0.87,        8.66, yes       , 06:48        , 07:00        ,            1
N22DCME716, Saturday , 07:00           ,         8.2, rainy  , bus           ,          31.0,                 0.7 ,        7.6 , yes       , 06:44        , 06:46        ,            0
N22DCCN673, Wednesday, 07:00           ,         4.7, cloudy , bike          ,          17.0,                 0.6 ,        8.85, no        , 06:43        , 06:54        ,            0
N22DCIT308, Wednesday, 07:00           ,         2.6, sunny  , bike          ,          16.3,                 0.88,        8.77, no        , 06:50        , 06:53        ,            0
N22DCVT973, Saturday , 07:00           ,         1.8, sunny  , walk          ,           5.2,                 0.66,        8.11, yes       , 06:39        , 06:54        ,            0
N22DCVT668, Friday   , 07:00           ,         9.3, sunny  , bus           ,          37.1,                 0.82,        7.51, yes       , 06:44        , 06:56        ,            0
N22DCCN872, Tuesday  , 07:00           ,         5.9, sunny  , bus           ,          22.5,                 0.96,        6.6 , yes       , 06:44        , 06:50        ,            0
N22DCIT008, Sunday   , 07:00           ,         1.2, sunny  , walk          ,           5.2,                 0.63,        8.23, no        , 06:46        , 06:49        ,            0
N22DCME797, Tuesday  , 07:00           ,         1.8, rainy  , walk          ,           5.8,                 0.84,        8.36, yes       , 06:41        , 06:47        ,            0
N22DCME545, Saturday , 07:00           ,         3.3, sunny  , bike          ,          25.0,                 0.78,        5.8 , yes       , 06:52        , 06:59        ,            0
N22DCME034, Saturday , 07:00           ,         6.6, windy  , bus           ,          33.6,                 0.63,        6.54, yes       , 06:48        , 06:52        ,            0
N22DCCN350, Saturday , 07:00           ,         5.1, sunny  , bus           ,          37.5,                 0.64,        8.83, yes       , 06:51        , 06:58        ,            0
N22DCDK087, Tuesday  , 07:00           ,         7.6, sunny  , bus           ,          27.1,                 0.64,        6.82, yes       , 06:43        , 06:44        ,            0
N22DCCN703, Saturday , 07:00           ,         4.7, sunny  , bike          ,          16.9,                 0.52,        7.29, yes       , 06:43        , 06:45        ,            0
N22DCIT100, Thursday , 07:00           ,         6.7, sunny  , bus           ,          33.6,                 0.99,        7.89, yes       , 06:48        , 06:51        ,            0
N22DCIT675, Wednesday, 07:00           ,         3.8, cloudy , bike          ,          20.0,                 0.65,        5.55, yes       , 06:48        , 06:56        ,            0
N22DCIT580, Friday   , 07:00           ,         9.8, rainy  , bus           ,          38.2,                 0.63,        8.02, yes       , 06:44        , 06:53        ,            0
N22DCVT600, Wednesday, 07:00           ,         1.0, cloudy , walk          ,           5.6,                 0.6 ,        5.36, yes       , 06:49        , 06:56        ,            0
N22DCVT254, Monday   , 07:00           ,         8.2, sunny  , bus           ,          33.6,                 0.97,        7.71, yes       , 06:45        , 06:47        ,            0
N22DCIT468, Saturday , 07:00           ,         0.7, sunny  , walk          ,           4.7,                 0.54,        5.07, no        , 06:51        , 07:00        ,            1
N22DCME222, Thursday , 07:00           ,         5.3, rainy  , bus           ,          39.1,                 0.88,        5.72, yes       , 06:51        , 07:00        ,            0
N22DCIT662, Tuesday  , 07:00           ,         4.2, cloudy , bike          ,          18.9,                 0.76,        5.39, yes       , 06:46        , 07:00        ,            0
N22DCDK498, Thursday , 07:00           ,         9.3, sunny  , bus           ,          38.9,                 0.53,        5.48, yes       , 06:45        , 06:56        ,            0
N22DCCN926, Saturday , 07:00           ,         9.3, rainy  , bus           ,          26.5,                 0.53,        6.28, yes       , 06:38        , 06:40        ,            0
N22DCDK093, Thursday , 07:00           ,         6.6, sunny  , bus           ,          39.6,                 0.85,        7.43, yes       , 06:50        , 06:55        ,            0
N22DCCN412, Saturday , 07:00           ,         5.2, rainy  , bus           ,          33.2,                 0.88,        7.42, no        , 06:50        , 07:03        ,            4
N22DCVT926, Wednesday, 07:00           ,         2.4, sunny  , bike          ,          20.1,                 0.68,        6.2 , yes       , 06:52        , 06:58        ,            0
N22DCCN630, Saturday , 07:00           ,         4.0, rainy  , bike          ,          16.8,                 0.94,        6.25, no        , 06:45        , 06:57        ,            0
N22DCVT591, Wednesday, 07:00           ,         7.1, cloudy , bus           ,          30.5,                 0.92,        7.1 , yes       , 06:46        , 06:51        ,            0
N22DCIT530, Sunday   , 07:00           ,         9.9, rainy  , bus           ,          26.1,                 0.57,        7.47, yes       , 06:37        , 06:44        ,            0
N22DCDK296, Saturday , 07:00           ,         1.7, sunny  , walk          ,           5.7,                 0.59,        8.73, yes       , 06:42        , 06:52        ,            0
N22DCVT933, Saturday , 07:00           ,         5.0, windy  , bike          ,          19.6,                 0.51,        7.92, yes       , 06:44        , 06:45        ,            0
N22DCCN193, Wednesday, 07:00           ,         3.7, sunny  , bike          ,          22.8,                 0.99,        6.86, yes       , 06:50        , 06:52        ,            0
N22DCME427, Wednesday, 07:00           ,         5.7, cloudy , bus           ,          31.5,                 0.66,        6.18, yes       , 06:49        , 06:54        ,            0
N22DCCN303, Tuesday  , 07:00           ,         7.9, sunny  , bus           ,          20.8,                 0.87,        8.67, yes       , 06:37        , 06:50        ,            0
N22DCVT144, Sunday   , 07:00           ,         6.9, cloudy , bus           ,          33.6,                 0.55,        6.4 , yes       , 06:47        , 06:50        ,            0
N22DCVT415, Monday   , 07:00           ,         3.5, sunny  , bike          ,          15.1,                 0.86,        6.51, yes       , 06:46        , 06:48        ,            0
N22DCME120, Saturday , 07:00           ,         1.1, sunny  , walk          ,           4.1,                 0.91,        5.55, yes       , 06:43        , 06:56        ,            0
N22DCCN077, Monday   , 07:00           ,         3.2, rainy  , bike          ,          22.1,                 0.89,        7.49, yes       , 06:51        , 06:56        ,            0
N22DCVT589, Saturday , 07:00           ,         3.4, sunny  , bike          ,          19.4,                 0.76,        7.72, yes       , 06:49        , 06:51        ,            0
N22DCCN229, Friday   , 07:00           ,         8.3, sunny  , bus           ,          20.6,                 0.95,        5.21, yes       , 06:35        , 06:48        ,            0
