student_id,weekday,distance_km,weather,transport_mode,avg_speed_kmh,habitual_punctuality,sleep_hours,alarm_used,hour_start_time,traffic_condition,preparation_time,unexpected_event,class_importance,is_late
N22DCQCN311,Wednesday,10.5,sunny,bus,24.9,1.0,5.6,yes,15,light,10.0,no,medium,no
N22DCQCN312,Tuesday,1.0,sunny,car,28.8,0.44,7.2,yes,14,light,10.0,no,low,no
N22DCQCN313,Wednesday,18.0,sunny,bus,25.2,0.56,7.1,yes,7,moderate,29.0,no,medium,yes
N22DCQCN314,Monday,11.7,windy,bus,18.4,0.51,5.6,yes,13,moderate,34.0,no,high,yes
N22DCQCN315,Thursday,10.6,sunny,bus,26.6,0.53,6.7,yes,8,light,60.0,no,high,yes
N22DCQCN316,Monday,7.7,cloudy,bike,16.2,0.83,7.8,yes,7,moderate,13.0,no,low,no
N22DCQCN317,Thursday,1.0,cloudy,bus,23.0,0.61,7.3,yes,13,moderate,27.0,no,high,no
N22DCQCN318,Monday,15.0,sunny,bus,27.0,0.77,6.6,yes,7,heavy,37.0,no,low,yes
N22DCQCN319,Thursday,6.4,windy,bike,20.1,0.74,7.1,yes,16,light,29.0,no,low,no
N22DCQCN320,Monday,8.5,cloudy,bus,21.7,0.59,5.3,yes,8,heavy,60.0,no,medium,yes
N22DCQCN321,Wednesday,15.1,windy,bus,30.6,0.76,5.9,yes,7,moderate,51.0,no,high,yes
N22DCQCN322,Monday,5.7,sunny,bus,27.1,0.64,5.6,no,8,heavy,19.0,no,medium,no
N22DCQCN323,Monday,4.5,sunny,car,29.2,0.7,6.6,yes,13,moderate,30.0,no,medium,no
N22DCQCN324,Monday,10.3,rainy,bike,19.2,0.69,5.5,yes,15,light,49.0,no,high,yes
N22DCQCN325,Monday,2.5,cloudy,walk,5.5,0.79,4.4,yes,15,light,22.0,no,medium,no
N22DCQCN326,Thursday,4.4,sunny,bus,23.9,0.81,6.6,yes,7,light,22.0,no,medium,no
N22DCQCN327,Wednesday,3.8,cloudy,bus,31.1,0.77,9.2,yes,7,moderate,21.0,no,medium,no
N22DCQCN328,Thursday,6.6,sunny,walk,5.0,0.88,5.2,no,8,light,28.0,no,low,yes
N22DCQCN329,Thursday,14.4,sunny,walk,5.0,0.15,4.6,no,13,heavy,33.0,no,medium,yes
N22DCQCN330,Friday,1.0,sunny,bus,17.9,0.66,7.0,yes,14,light,42.0,no,high,no
N22DCQCN331,Wednesday,7.9,sunny,bus,30.7,1.0,6.7,yes,8,moderate,29.0,yes,medium,no
N22DCQCN332,Wednesday,22.1,cloudy,car,36.5,0.84,8.7,yes,13,light,31.0,no,high,no
N22DCQCN333,Monday,19.2,cloudy,bike,16.6,0.7,8.1,no,7,heavy,52.0,yes,medium,yes
N22DCQCN334,Monday,20.6,cloudy,walk,5.0,0.63,5.0,yes,9,heavy,41.0,no,medium,no
N22DCQCN335,Wednesday,9.0,sunny,train,56.1,0.87,7.2,no,7,heavy,34.0,no,medium,no
N22DCQCN336,Friday,16.0,sunny,bus,25.4,0.8,5.6,yes,13,light,60.0,no,high,yes
N22DCQCN337,Monday,16.1,cloudy,bike,17.9,0.92,5.8,no,16,heavy,28.0,no,medium,yes
N22DCQCN338,Friday,17.0,rainy,train,49.8,0.46,6.5,no,9,heavy,47.0,no,medium,yes
N22DCQCN339,Tuesday,8.4,cloudy,bus,27.2,1.0,6.8,yes,9,moderate,24.0,no,medium,no
N22DCQCN340,Wednesday,1.9,sunny,car,45.9,0.94,7.6,no,8,moderate,31.0,no,low,no
N22DCQCN341,Wednesday,5.6,sunny,car,31.8,0.76,9.3,yes,9,moderate,17.0,no,high,no
N22DCQCN342,Friday,2.6,sunny,train,38.0,0.75,5.8,yes,15,light,30.0,no,high,no
N22DCQCN343,Tuesday,11.6,sunny,walk,6.6,0.89,8.1,yes,8,light,37.0,no,medium,yes
N22DCQCN344,Monday,25.8,cloudy,car,34.0,0.81,7.0,no,7,heavy,55.0,no,high,yes
N22DCQCN345,Monday,10.4,rainy,bus,27.2,0.49,7.4,yes,7,heavy,17.0,no,medium,no
N22DCQCN346,Thursday,13.5,cloudy,bus,22.9,1.0,7.4,yes,8,light,46.0,no,medium,yes
N22DCQCN347,Thursday,15.9,sunny,bus,17.1,0.75,6.7,no,16,moderate,30.0,no,medium,yes
N22DCQCN348,Wednesday,8.0,sunny,bus,23.0,0.72,6.7,yes,13,heavy,23.0,no,medium,no
N22DCQCN349,Tuesday,1.5,sunny,bike,18.4,0.36,6.9,no,8,moderate,30.0,no,medium,no
N22DCQCN350,Thursday,17.9,sunny,bus,20.5,0.84,6.8,no,7,moderate,10.0,no,medium,no
N22DCQCN351,Tuesday,3.3,sunny,bus,20.6,0.82,6.4,yes,15,light,44.0,no,medium,no
N22DCQCN352,Monday,19.0,sunny,car,38.3,0.63,9.8,yes,13,heavy,46.0,no,high,yes
N22DCQCN353,Wednesday,4.6,sunny,bike,17.8,0.82,7.2,yes,8,light,16.0,no,medium,no
N22DCQCN354,Monday,16.1,sunny,bike,14.1,0.98,7.4,no,9,heavy,34.0,no,high,yes
N22DCQCN355,Monday,4.8,sunny,bus,18.2,0.9,5.1,yes,8,moderate,38.0,no,high,no
N22DCQCN356,Monday,1.1,rainy,bike,14.6,0.9,8.1,yes,14,moderate,38.0,no,high,no
N22DCQCN357,Friday,18.4,rainy,car,35.5,0.79,7.3,yes,8,moderate,25.0,no,high,no
N22DCQCN358,Thursday,2.6,sunny,bike,12.3,0.49,5.4,yes,10,light,54.0,no,medium,no
N22DCQCN359,Thursday,10.5,sunny,bus,24.1,0.55,7.1,yes,10,light,30.0,no,low,no
N22DCQCN360,Friday,5.2,rainy,car,36.8,0.69,7.8,yes,9,moderate,27.0,yes,low,no
N22DCQCN361,Tuesday,13.2,cloudy,bike,18.3,0.75,5.7,yes,14,heavy,20.0,no,high,no
N22DCQCN362,Tuesday,1.0,sunny,train,47.4,0.83,6.7,no,10,light,43.0,no,high,no
N22DCQCN363,Thursday,2.6,sunny,bike,21.1,0.65,7.4,yes,7,light,10.0,no,medium,no
N22DCQCN364,Tuesday,12.8,rainy,train,46.2,1.0,7.7,yes,9,moderate,44.0,no,medium,no
N22DCQCN365,Friday,10.4,rainy,bike,18.9,0.61,6.6,yes,10,light,22.0,no,high,no
N22DCQCN366,Thursday,8.7,sunny,car,39.1,0.91,6.4,yes,9,moderate,35.0,no,medium,no
N22DCQCN367,Wednesday,21.0,rainy,train,46.6,0.95,4.0,no,13,moderate,35.0,no,high,yes
N22DCQCN368,Tuesday,29.4,sunny,car,28.6,0.8,6.3,no,9,moderate,37.0,no,high,yes
N22DCQCN369,Wednesday,12.8,cloudy,car,33.8,0.62,10.0,yes,10,light,30.0,no,medium,no
N22DCQCN370,Monday,5.2,sunny,bus,26.8,0.47,8.0,yes,7,moderate,10.0,no,high,no
N22DCQCN371,Wednesday,9.8,sunny,bike,19.4,0.71,9.3,yes,7,moderate,13.0,no,low,no
N22DCQCN372,Wednesday,1.0,cloudy,bike,17.0,0.49,7.9,yes,9,moderate,18.0,no,low,no
N22DCQCN373,Thursday,3.4,sunny,car,25.8,0.91,9.8,yes,9,moderate,49.0,no,high,no
N22DCQCN374,Wednesday,8.0,cloudy,car,30.7,0.77,4.7,yes,7,heavy,52.0,no,high,yes
N22DCQCN375,Friday,11.8,rainy,bus,23.1,0.72,5.6,yes,15,light,31.0,no,medium,yes
N22DCQCN376,Monday,4.8,sunny,bike,12.8,0.75,8.2,yes,13,light,41.0,no,medium,no
N22DCQCN377,Tuesday,10.7,sunny,bus,28.2,0.47,6.0,yes,7,light,35.0,no,medium,no
N22DCQCN378,Wednesday,5.6,sunny,train,44.5,0.86,5.9,yes,8,light,32.0,yes,low,no
N22DCQCN379,Thursday,14.6,sunny,walk,5.7,0.78,6.9,yes,13,moderate,37.0,no,low,yes
N22DCQCN380,Tuesday,1.0,cloudy,train,52.1,1.0,8.0,yes,13,moderate,26.0,no,medium,no
N22DCQCN381,Thursday,5.1,sunny,bus,27.8,0.46,6.0,yes,9,light,10.0,no,medium,no
N22DCQCN382,Tuesday,16.3,sunny,train,48.3,0.73,8.4,yes,13,light,32.0,no,medium,no
N22DCQCN383,Tuesday,15.4,sunny,car,37.1,0.85,5.8,no,10,light,36.0,no,high,no
N22DCQCN384,Friday,8.7,rainy,bike,21.2,0.61,7.1,yes,9,moderate,28.0,no,medium,no
N22DCQCN385,Tuesday,4.1,sunny,bike,16.8,0.31,7.0,yes,13,moderate,58.0,yes,medium,yes
N22DCQCN386,Thursday,17.1,sunny,car,37.6,0.58,7.5,yes,15,light,38.0,no,high,no
N22DCQCN387,Monday,24.0,sunny,bus,22.1,0.38,6.0,yes,16,moderate,24.0,no,high,yes
N22DCQCN388,Wednesday,1.8,windy,train,58.7,0.57,8.8,yes,10,light,26.0,no,medium,no
N22DCQCN389,Tuesday,15.4,cloudy,bike,17.1,0.61,4.0,yes,14,moderate,60.0,no,low,yes
N22DCQCN390,Monday,23.5,sunny,bike,19.4,0.64,6.8,no,16,moderate,35.0,yes,high,yes
N22DCQCN391,Thursday,6.6,cloudy,bus,25.4,0.57,8.1,yes,8,moderate,40.0,no,medium,no
N22DCQCN392,Tuesday,1.5,sunny,bike,13.2,0.63,5.2,yes,10,light,10.0,no,high,no
N22DCQCN393,Monday,5.1,sunny,bus,30.8,0.76,7.3,yes,14,moderate,19.0,no,medium,no
N22DCQCN394,Friday,6.4,sunny,train,44.3,0.65,6.5,no,7,moderate,20.0,no,high,no
N22DCQCN395,Tuesday,3.7,cloudy,bus,19.4,0.83,7.6,yes,14,heavy,15.0,no,high,no
N22DCQCN396,Friday,10.7,windy,bike,19.4,0.58,6.8,yes,13,light,20.0,no,medium,no
N22DCQCN397,Tuesday,2.0,sunny,train,42.3,0.8,6.4,yes,9,light,10.0,no,medium,no
N22DCQCN398,Monday,8.5,cloudy,bike,18.7,0.51,6.2,yes,8,moderate,26.0,no,medium,no
N22DCQCN399,Monday,11.1,cloudy,bus,24.8,1.0,7.7,yes,13,light,10.0,no,medium,no
N22DCQCN400,Thursday,1.0,rainy,bus,27.9,0.84,9.9,yes,8,light,12.0,no,high,no
N22DCQCN401,Tuesday,11.5,sunny,bike,17.6,0.83,5.5,no,9,moderate,10.0,no,medium,no
N22DCQCN402,Friday,6.0,cloudy,bike,21.5,0.77,7.6,no,13,moderate,15.0,no,medium,no
N22DCQCN403,Tuesday,1.0,sunny,bus,27.8,0.63,8.5,yes,8,light,35.0,yes,high,no
N22DCQCN404,Thursday,16.4,cloudy,car,30.4,0.94,4.5,yes,16,moderate,53.0,no,low,yes
N22DCQCN405,Tuesday,20.3,sunny,car,22.2,0.41,5.8,yes,13,light,18.0,no,medium,yes
N22DCQCN406,Wednesday,19.1,sunny,car,29.1,0.6,6.1,yes,13,moderate,31.0,no,high,yes
N22DCQCN407,Monday,8.8,sunny,car,36.1,0.82,7.2,yes,16,moderate,29.0,no,medium,no
N22DCQCN408,Monday,12.8,sunny,car,32.6,0.7,8.8,yes,8,heavy,26.0,no,high,no
N22DCQCN409,Tuesday,15.8,sunny,bike,14.2,0.41,6.6,yes,13,moderate,10.0,no,high,yes
N22DCQCN410,Friday,4.9,sunny,bus,21.2,0.63,6.5,no,9,heavy,23.0,no,medium,no
N22DCQCN411,Wednesday,11.3,rainy,bike,15.6,0.5,5.7,yes,7,light,29.0,no,low,yes
N22DCQCN412,Friday,16.7,windy,car,34.4,0.79,8.9,yes,9,heavy,10.0,no,medium,no
N22DCQCN413,Friday,6.5,sunny,bike,21.0,0.75,6.0,yes,13,moderate,10.0,no,medium,no
N22DCQCN414,Friday,1.0,rainy,walk,5.7,0.94,9.7,no,14,moderate,17.0,no,high,no
N22DCQCN415,Wednesday,7.1,windy,walk,5.0,0.47,6.9,yes,10,light,35.0,no,medium,yes
N22DCQCN416,Thursday,1.6,cloudy,bus,27.4,0.71,4.0,no,10,light,16.0,no,medium,no
N22DCQCN417,Wednesday,1.1,cloudy,walk,5.6,0.83,6.8,yes,8,heavy,39.0,no,medium,no
N22DCQCN418,Tuesday,1.0,cloudy,car,32.0,0.29,7.7,yes,9,light,33.0,no,high,no
N22DCQCN419,Friday,1.2,rainy,train,39.5,0.76,6.5,yes,8,moderate,10.0,no,low,no
N22DCQCN420,Thursday,19.5,windy,train,59.4,0.55,7.1,yes,13,moderate,41.0,no,medium,no
N22DCQCN421,Thursday,1.8,sunny,bike,16.2,0.89,6.3,yes,10,light,10.0,no,low,no
N22DCQCN422,Thursday,8.4,cloudy,bus,24.8,0.68,9.0,yes,9,light,40.0,no,medium,no
N22DCQCN423,Tuesday,2.1,cloudy,bus,22.0,0.74,6.6,yes,15,moderate,55.0,no,high,no
N22DCQCN424,Wednesday,1.0,sunny,bus,26.2,0.39,5.3,yes,14,moderate,19.0,no,medium,no
N22DCQCN425,Monday,1.0,sunny,bike,18.4,0.77,7.7,no,10,light,10.0,no,high,no
N22DCQCN426,Tuesday,12.1,sunny,car,29.4,0.52,4.0,no,8,moderate,26.0,no,medium,no
N22DCQCN427,Friday,1.0,cloudy,bus,29.6,0.64,6.4,no,13,moderate,15.0,no,medium,no
N22DCQCN428,Tuesday,30.0,rainy,bike,20.9,1.0,8.8,yes,13,moderate,10.0,no,medium,yes
N22DCQCN429,Monday,10.6,rainy,bike,16.7,0.57,7.3,yes,9,moderate,35.0,no,medium,yes
N22DCQCN430,Wednesday,14.6,sunny,walk,6.5,0.56,7.3,no,9,moderate,50.0,no,medium,yes
N22DCQCN431,Thursday,7.7,cloudy,bus,29.9,0.73,5.9,yes,13,moderate,28.0,no,medium,no
N22DCQCN432,Thursday,11.3,sunny,bike,19.1,0.44,6.3,yes,10,light,36.0,no,medium,yes
N22DCQCN433,Wednesday,21.5,cloudy,bike,17.6,1.0,6.7,yes,7,moderate,48.0,no,medium,yes
N22DCQCN434,Wednesday,15.0,rainy,car,36.4,0.75,7.9,yes,7,light,28.0,no,medium,no
N22DCQCN435,Wednesday,14.6,sunny,bike,17.3,0.82,4.0,no,16,light,31.0,no,high,yes
N22DCQCN436,Thursday,13.6,sunny,bus,25.3,0.49,4.0,yes,8,light,30.0,no,medium,no
N22DCQCN437,Friday,14.9,cloudy,bike,13.9,0.99,6.3,yes,8,moderate,20.0,no,medium,yes
N22DCQCN438,Wednesday,8.3,sunny,bike,20.4,0.37,7.6,yes,13,moderate,38.0,no,high,no
N22DCQCN439,Monday,25.8,rainy,bus,22.3,0.63,6.4,no,10,light,29.0,no,low,yes
N22DCQCN440,Monday,16.1,sunny,train,45.1,0.68,7.7,no,9,heavy,26.0,no,medium,no
N22DCQCN441,Monday,17.6,cloudy,bus,21.7,0.76,8.1,yes,10,moderate,51.0,no,high,yes
N22DCQCN442,Monday,1.0,sunny,bus,25.5,0.37,7.5,yes,15,moderate,42.0,no,high,no
N22DCQCN443,Wednesday,11.4,cloudy,bus,25.4,0.49,6.5,yes,8,light,34.0,no,high,no
N22DCQCN444,Monday,10.4,sunny,bus,16.8,0.81,7.8,yes,9,heavy,32.0,no,low,yes
N22DCQCN445,Wednesday,10.3,cloudy,bus,21.6,0.91,7.7,yes,15,light,32.0,no,high,no
N22DCQCN446,Monday,7.4,rainy,walk,5.0,0.66,7.6,no,15,moderate,18.0,no,medium,yes
N22DCQCN447,Friday,14.1,cloudy,bike,17.2,1.0,10.0,yes,9,heavy,25.0,no,low,yes
N22DCQCN448,Thursday,13.9,sunny,car,47.3,0.67,8.3,no,10,light,56.0,no,high,no
N22DCQCN449,Friday,1.0,rainy,bus,30.1,0.52,5.9,yes,7,heavy,22.0,no,medium,yes
N22DCQCN450,Tuesday,16.0,cloudy,bus,27.8,0.62,8.2,yes,9,moderate,26.0,no,medium,no
N22DCQCN451,Wednesday,2.3,cloudy,train,53.3,0.76,7.3,yes,13,moderate,12.0,no,high,no
N22DCQCN452,Monday,16.4,cloudy,walk,5.2,0.62,7.5,yes,7,moderate,45.0,no,low,yes
N22DCQCN453,Tuesday,17.1,cloudy,walk,5.0,0.79,7.8,yes,9,light,36.0,no,low,yes
N22DCQCN454,Monday,23.9,cloudy,bus,28.8,0.83,4.2,no,15,light,24.0,yes,high,yes
N22DCQCN455,Friday,2.1,sunny,train,60.0,0.56,5.4,yes,10,moderate,45.0,no,medium,no
N22DCQCN456,Tuesday,14.6,windy,car,27.4,0.8,7.0,yes,13,light,10.0,no,medium,no
N22DCQCN457,Friday,15.6,sunny,train,58.7,1.0,8.2,yes,16,heavy,38.0,no,high,no
N22DCQCN458,Thursday,1.0,cloudy,car,35.0,0.64,7.2,yes,8,light,40.0,no,medium,no
N22DCQCN459,Friday,5.8,cloudy,walk,5.0,0.5,6.7,yes,8,heavy,21.0,no,low,yes
N22DCQCN460,Thursday,1.0,cloudy,car,37.5,0.54,7.4,no,13,light,13.0,no,medium,no
N22DCQCN461,Tuesday,7.3,rainy,bus,31.3,0.46,4.6,yes,15,moderate,50.0,no,high,no
N22DCQCN462,Monday,7.8,sunny,car,38.8,0.66,6.8,yes,13,moderate,21.0,no,high,no
N22DCQCN463,Monday,9.6,windy,bus,19.7,0.33,7.6,yes,8,heavy,38.0,no,medium,yes
N22DCQCN464,Monday,11.7,cloudy,walk,5.0,0.95,8.5,yes,16,heavy,41.0,no,medium,yes
N22DCQCN465,Tuesday,1.0,sunny,bus,25.3,0.82,8.1,yes,7,moderate,17.0,no,high,no
N22DCQCN466,Wednesday,7.7,sunny,train,54.6,0.72,8.5,no,13,light,10.0,no,high,no
N22DCQCN467,Monday,1.9,cloudy,bus,23.3,0.81,6.1,yes,7,moderate,10.0,no,medium,no
N22DCQCN468,Monday,12.1,windy,bus,24.6,0.55,7.5,yes,9,heavy,44.0,no,medium,yes
N22DCQCN469,Wednesday,1.5,windy,bus,22.3,0.67,6.4,yes,7,moderate,55.0,no,low,no
N22DCQCN470,Thursday,16.8,sunny,car,25.8,0.48,6.6,yes,7,light,19.0,no,high,no
N22DCQCN471,Thursday,8.0,sunny,bus,23.4,0.43,6.4,yes,9,moderate,29.0,no,low,no
N22DCQCN472,Thursday,20.2,rainy,walk,5.0,0.48,5.0,yes,16,moderate,29.0,no,medium,yes
N22DCQCN473,Monday,9.2,sunny,bus,21.9,0.49,8.2,yes,8,heavy,21.0,no,medium,no
N22DCQCN474,Thursday,2.7,cloudy,walk,5.0,1.0,6.1,yes,15,light,11.0,no,low,no
N22DCQCN475,Thursday,7.4,sunny,car,27.9,0.39,4.9,yes,15,light,60.0,no,medium,yes
N22DCQCN476,Wednesday,7.5,cloudy,bike,14.7,0.76,8.9,no,10,moderate,24.0,no,medium,no
N22DCQCN477,Wednesday,5.2,cloudy,bus,29.1,0.56,7.0,yes,15,moderate,20.0,no,medium,no
N22DCQCN478,Tuesday,5.9,cloudy,bus,25.3,0.64,7.0,no,10,light,25.0,no,low,no
N22DCQCN479,Thursday,1.0,cloudy,car,30.4,0.79,8.3,yes,13,light,30.0,no,medium,no
N22DCQCN480,Wednesday,7.9,rainy,bike,16.2,0.67,8.4,yes,10,light,54.0,no,medium,yes
N22DCQCN481,Monday,7.0,rainy,train,48.7,0.64,6.8,no,16,heavy,40.0,yes,high,no
N22DCQCN482,Wednesday,13.9,sunny,bike,9.2,0.77,4.3,yes,14,moderate,12.0,no,medium,yes
N22DCQCN483,Tuesday,18.2,cloudy,bus,26.6,0.81,6.1,yes,13,moderate,24.0,no,medium,yes
N22DCQCN484,Tuesday,1.0,rainy,car,38.3,0.57,6.7,yes,8,heavy,32.0,yes,medium,no
N22DCQCN485,Wednesday,3.0,sunny,car,31.2,0.54,6.2,no,16,moderate,28.0,no,medium,no
N22DCQCN486,Monday,16.9,sunny,bike,17.0,0.38,4.7,yes,10,light,14.0,no,medium,yes
N22DCQCN487,Tuesday,10.7,sunny,bus,15.5,0.78,7.4,yes,8,light,33.0,yes,high,yes
N22DCQCN488,Tuesday,1.0,sunny,bike,15.7,0.71,6.8,yes,8,light,23.0,no,low,no
N22DCQCN489,Thursday,4.9,cloudy,bike,13.6,0.57,4.7,yes,14,light,37.0,no,medium,no
N22DCQCN490,Thursday,1.0,cloudy,bike,19.4,0.6,7.6,yes,13,light,14.0,no,low,no
N22DCQCN491,Wednesday,7.6,cloudy,bus,24.4,0.67,5.6,yes,7,heavy,32.0,no,high,yes
N22DCQCN492,Wednesday,11.0,cloudy,bike,18.1,0.1,5.7,yes,8,light,31.0,no,medium,yes
N22DCQCN493,Monday,18.4,rainy,walk,5.0,0.84,5.1,no,13,moderate,22.0,no,medium,yes
N22DCQCN494,Wednesday,15.8,sunny,bus,27.3,0.73,6.9,yes,8,light,39.0,no,high,no
N22DCQCN495,Wednesday,7.3,cloudy,walk,5.0,0.58,6.1,yes,8,heavy,39.0,no,medium,yes
N22DCQCN496,Monday,10.7,sunny,bike,11.6,0.64,7.5,yes,14,moderate,40.0,no,medium,yes
N22DCQCN497,Wednesday,16.1,sunny,train,37.9,0.47,10.0,yes,9,light,16.0,no,low,no
N22DCQCN498,Wednesday,1.0,rainy,train,54.4,0.8,4.0,no,13,moderate,31.0,no,medium,no
N22DCQCN499,Monday,17.6,rainy,car,39.6,0.73,7.0,yes,16,moderate,38.0,no,medium,yes
N22DCQCN500,Friday,16.0,sunny,bike,17.9,0.94,5.2,yes,9,heavy,24.0,no,high,yes
N22DCQCN001,Friday,1.0,sunny,bike,21.1,0.78,7.5,yes,9,moderate,10.0,no,medium,no
N22DCQCN002,Friday,21.8,sunny,car,29.0,0.48,6.4,no,9,heavy,29.0,no,high,yes
N22DCQCN003,Wednesday,7.2,cloudy,bus,17.2,0.9,6.1,yes,8,light,18.0,no,high,no
N22DCQCN004,Monday,13.1,sunny,walk,5.5,0.86,7.6,yes,8,moderate,13.0,no,medium,yes
N22DCQCN005,Friday,1.0,cloudy,car,29.3,0.77,6.5,no,7,moderate,35.0,no,medium,no
N22DCQCN006,Tuesday,4.4,cloudy,bus,22.8,0.99,4.3,yes,10,light,19.0,no,medium,no
N22DCQCN007,Monday,9.3,sunny,walk,5.0,0.72,5.0,no,10,moderate,38.0,no,high,yes
N22DCQCN008,Tuesday,4.0,sunny,bus,24.3,0.64,7.1,yes,8,moderate,28.0,yes,medium,no
N22DCQCN009,Friday,9.8,sunny,car,40.6,0.77,5.1,no,8,moderate,14.0,no,medium,no
N22DCQCN010,Monday,3.6,cloudy,train,56.3,0.78,5.9,yes,14,light,45.0,no,medium,no
N22DCQCN011,Thursday,10.5,sunny,walk,7.4,0.49,5.4,yes,7,moderate,10.0,no,medium,yes
N22DCQCN012,Friday,7.6,rainy,walk,5.7,0.66,8.6,yes,8,moderate,19.0,no,low,yes
N22DCQCN013,Tuesday,11.0,cloudy,car,38.8,0.6,5.1,yes,8,heavy,17.0,yes,low,yes
N22DCQCN014,Monday,3.8,sunny,walk,5.0,0.61,6.4,yes,13,light,21.0,no,medium,no
N22DCQCN015,Wednesday,9.7,cloudy,train,47.3,0.54,6.3,yes,9,light,10.0,no,medium,no
N22DCQCN016,Thursday,1.0,rainy,walk,5.1,0.65,9.6,yes,14,heavy,33.0,no,medium,no
N22DCQCN017,Friday,2.3,sunny,train,36.7,0.8,6.6,yes,14,moderate,55.0,no,high,no
N22DCQCN018,Monday,17.4,sunny,bus,26.4,0.85,7.2,yes,9,moderate,33.0,no,high,yes
N22DCQCN019,Tuesday,3.0,cloudy,bike,17.3,0.5,7.8,yes,15,light,60.0,yes,medium,yes
N22DCQCN020,Monday,3.4,cloudy,car,31.6,0.39,7.1,yes,9,heavy,15.0,no,medium,no
N22DCQCN021,Thursday,15.6,sunny,bus,16.8,0.88,5.2,yes,8,moderate,51.0,no,high,yes
N22DCQCN022,Thursday,3.5,cloudy,bike,21.7,0.86,7.3,yes,13,moderate,26.0,no,medium,no
N22DCQCN023,Monday,10.3,cloudy,bus,32.4,0.71,6.8,yes,9,heavy,57.0,no,high,yes
N22DCQCN024,Monday,13.1,cloudy,bike,19.4,0.77,7.5,yes,9,heavy,23.0,no,medium,yes
N22DCQCN025,Friday,24.4,sunny,bike,22.2,0.84,5.5,yes,7,moderate,58.0,no,medium,yes
N22DCQCN026,Wednesday,18.6,sunny,car,39.1,1.0,8.5,yes,7,moderate,40.0,no,medium,no
N22DCQCN027,Tuesday,11.6,sunny,bike,21.0,0.94,8.0,no,8,moderate,39.0,no,high,no
N22DCQCN028,Friday,14.5,sunny,bike,20.0,0.91,7.6,yes,14,moderate,10.0,no,medium,no
N22DCQCN029,Tuesday,12.3,rainy,train,50.7,0.64,7.8,yes,9,light,48.0,no,high,no
N22DCQCN030,Tuesday,12.4,sunny,bus,19.9,0.35,8.5,yes,7,moderate,45.0,no,medium,yes
N22DCQCN031,Tuesday,20.9,rainy,train,55.3,0.73,8.0,yes,7,heavy,45.0,no,low,yes
N22DCQCN032,Monday,10.6,cloudy,bike,21.4,0.74,6.6,yes,10,moderate,33.0,no,medium,no
N22DCQCN033,Thursday,11.6,sunny,bus,27.6,0.49,7.0,yes,9,moderate,37.0,no,medium,no
N22DCQCN034,Monday,2.2,sunny,bus,31.6,0.9,7.5,yes,8,heavy,10.0,no,low,no
N22DCQCN035,Thursday,28.1,sunny,bike,18.1,0.71,5.6,yes,16,heavy,31.0,no,low,no
N22DCQCN036,Tuesday,1.0,rainy,bus,26.2,0.34,6.8,yes,8,moderate,18.0,yes,high,no
N22DCQCN037,Friday,14.1,rainy,bike,17.7,0.78,7.2,yes,13,moderate,44.0,no,high,yes
N22DCQCN038,Monday,1.0,sunny,car,37.8,0.67,5.0,no,9,moderate,38.0,no,medium,no
N22DCQCN039,Wednesday,16.6,cloudy,train,55.9,0.8,8.2,no,13,moderate,30.0,no,medium,no
N22DCQCN040,Monday,2.7,sunny,bike,18.0,0.78,5.6,yes,13,light,47.0,no,medium,no
N22DCQCN041,Wednesday,5.4,cloudy,bike,19.0,0.54,4.8,yes,8,moderate,18.0,no,medium,no
N22DCQCN042,Tuesday,18.0,rainy,bus,26.5,0.79,5.8,yes,9,light,46.0,no,medium,yes
N22DCQCN043,Tuesday,1.0,cloudy,bike,21.1,0.72,4.7,yes,13,moderate,18.0,no,low,no
N22DCQCN044,Wednesday,5.4,sunny,car,39.0,0.67,9.6,yes,8,heavy,20.0,yes,medium,no
N22DCQCN045,Wednesday,22.7,sunny,bus,34.8,0.83,7.5,yes,10,light,10.0,no,medium,no
N22DCQCN046,Monday,5.1,sunny,train,51.7,0.95,7.8,no,10,light,10.0,no,medium,no
N22DCQCN047,Wednesday,25.9,sunny,bike,16.0,0.87,7.9,yes,9,moderate,36.0,no,medium,yes
N22DCQCN048,Monday,3.9,cloudy,bike,15.9,0.68,6.4,yes,8,moderate,26.0,no,medium,no
N22DCQCN049,Tuesday,3.3,sunny,bus,31.1,0.94,6.4,yes,14,moderate,33.0,no,low,no
N22DCQCN050,Monday,1.0,cloudy,bus,21.7,0.39,5.7,yes,9,moderate,31.0,no,medium,no
N22DCQCN051,Thursday,5.9,cloudy,car,31.5,0.64,6.5,yes,9,moderate,53.0,no,high,no
N22DCQCN052,Friday,12.7,cloudy,bike,21.7,0.58,7.7,yes,9,moderate,35.0,no,medium,yes
N22DCQCN053,Thursday,12.5,sunny,bus,25.7,0.54,6.8,yes,9,moderate,29.0,no,medium,no
N22DCQCN054,Friday,14.5,rainy,bus,30.9,0.73,6.5,no,10,light,46.0,no,high,yes
N22DCQCN055,Thursday,11.4,sunny,bus,19.8,1.0,4.0,yes,8,moderate,51.0,no,low,yes
N22DCQCN056,Thursday,11.3,sunny,bus,27.9,0.74,5.0,yes,14,light,37.0,no,low,no
N22DCQCN057,Wednesday,21.9,sunny,bus,32.1,0.87,7.4,yes,8,light,50.0,no,low,yes
N22DCQCN058,Monday,6.3,sunny,bike,17.0,0.66,8.0,yes,7,heavy,23.0,no,medium,no
