date,student_id,check_in_time,class_start_time,weather_condition,unexpected_event,attendance_status
2025-09-05,N22DCCN052,12:22:03,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN053,12:09:19,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN054,12:03:21,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN055,11:31:42,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN056,11:30:01,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN057,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN058,12:48:16,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN059,11:54:31,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN060,12:32:15,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN061,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN062,12:06:17,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN063,12:23:44,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN064,12:18:51,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN065,11:18:12,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN066,12:29:42,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN067,11:45:39,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN068,12:04:48,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN069,12:19:53,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN070,11:12:50,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN071,11:22:34,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN072,12:20:44,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN073,11:04:35,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN074,11:48:02,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN075,11:59:09,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN076,11:40:20,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN077,12:34:22,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN078,12:23:59,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN079,12:05:22,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN080,12:46:13,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN081,12:30:50,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN082,12:12:23,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN083,12:25:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN084,12:25:51,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN085,11:46:30,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN086,13:07:36,13:00:00,Rainy,No,Late
2025-09-05,N22DCCN087,11:50:27,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN088,12:27:23,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN089,12:15:14,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN090,12:23:31,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN091,11:42:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN092,12:44:21,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN093,11:54:48,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN094,11:52:12,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN095,12:16:24,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN096,11:39:25,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN097,12:45:47,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN098,11:53:57,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN099,12:21:01,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN100,12:03:34,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN101,13:06:33,13:00:00,Rainy,No,Late
2025-09-05,N22DCCN102,12:48:30,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN103,12:00:31,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN104,12:19:34,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN105,11:52:26,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN106,12:37:56,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN107,12:13:47,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN108,11:58:48,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN109,11:57:40,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN110,11:20:48,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN111,12:54:08,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN112,12:16:40,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN113,11:50:42,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN114,11:36:17,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN115,12:53:03,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN116,11:51:31,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN117,12:07:13,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN118,12:16:52,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN119,12:19:28,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN120,12:34:44,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN121,11:58:56,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN122,13:08:27,13:00:00,Rainy,No,Late
2025-09-05,N22DCCN123,12:35:27,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN124,11:16:06,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN125,11:50:01,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN126,12:11:15,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN127,11:35:19,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN128,12:15:38,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN129,12:05:38,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN130,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN131,12:07:39,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN132,11:55:57,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN133,12:23:33,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN134,11:13:04,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN135,12:09:33,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN136,12:24:01,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN137,11:32:37,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN138,11:36:53,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN139,12:03:57,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN140,11:38:36,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN141,12:10:05,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN142,11:53:43,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN143,12:10:05,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN144,11:41:54,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN145,12:16:20,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN146,12:51:40,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN147,12:16:33,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN148,12:01:56,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN149,12:43:50,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN150,12:06:16,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN151,12:04:08,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN152,11:56:12,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN153,12:32:28,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN154,12:17:06,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN155,11:28:35,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN156,12:22:49,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN157,12:16:30,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN158,12:04:40,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN159,12:02:35,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN160,12:02:35,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN161,12:49:49,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN162,11:59:28,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN163,12:06:25,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN164,11:55:39,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN165,11:48:19,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN166,12:31:09,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN167,11:58:12,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN168,11:19:22,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN169,11:54:14,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN170,11:38:21,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN171,11:46:17,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN172,11:47:59,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN173,11:59:47,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN174,12:19:53,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN175,12:13:02,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN176,12:12:47,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN177,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN178,12:17:10,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN179,12:18:42,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN180,12:01:21,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN181,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN182,10:53:44,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN183,12:08:01,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN184,11:44:24,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN185,12:37:05,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN186,11:58:11,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN187,11:48:16,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN188,10:48:54,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN189,12:20:17,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN190,12:32:28,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN191,12:06:21,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN192,12:58:39,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN193,12:51:25,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN194,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN195,12:52:48,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN196,12:50:36,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN197,11:25:53,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN198,11:12:10,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN199,12:03:30,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN200,12:23:58,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN201,11:29:11,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN202,12:09:36,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN203,11:12:36,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN204,11:42:56,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN205,13:01:03,13:00:00,Rainy,No,Late
2025-09-05,N22DCCN206,12:03:09,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN207,12:54:22,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN208,11:39:46,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN209,11:33:09,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN210,12:27:47,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN211,11:52:57,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN212,11:40:20,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN213,11:53:59,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN214,11:58:45,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN215,11:45:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN216,12:41:33,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN217,11:48:11,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN218,12:08:57,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN219,12:01:19,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN220,11:59:10,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN221,12:19:02,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN222,11:59:27,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN223,12:16:21,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN224,11:49:59,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN225,12:09:29,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN226,12:08:04,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN227,12:50:18,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN228,12:06:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN229,11:58:34,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN230,12:29:55,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN231,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN232,12:18:24,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN233,11:47:43,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN234,11:46:47,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN235,12:15:31,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN236,11:39:21,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN237,12:31:27,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN238,12:01:39,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN239,11:48:54,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN240,11:59:04,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN241,12:14:32,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN242,12:36:38,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN243,12:26:51,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN244,11:09:52,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN245,11:52:31,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN246,11:34:39,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN247,12:14:02,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN248,12:19:55,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN249,12:11:55,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN250,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN251,12:21:47,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN252,12:07:01,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN253,12:13:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN254,12:26:48,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN255,12:19:29,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN256,11:42:34,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN257,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN258,11:27:46,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN259,12:18:14,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN260,12:16:58,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN261,11:49:55,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN262,11:15:42,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN263,11:45:50,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN264,12:07:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN265,11:41:11,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN266,,13:00:00,Rainy,No,Absent
2025-09-05,N22DCCN267,12:11:40,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN268,11:53:58,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN269,12:33:33,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN270,11:22:51,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN271,12:19:39,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN272,11:36:54,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN273,11:39:00,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN274,12:40:46,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN275,11:05:15,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN276,11:53:27,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN277,12:42:05,13:00:00,Rainy,Yes,OnTime
2025-09-05,N22DCCN278,12:40:04,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN279,12:21:21,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN280,11:29:57,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN281,12:21:19,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN282,12:22:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN283,12:01:14,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN284,11:10:30,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN285,12:21:42,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN286,11:31:15,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN287,12:37:38,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN288,12:12:24,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN289,12:09:31,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN290,12:06:07,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN291,12:26:05,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN292,11:38:00,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN293,12:33:24,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN294,11:59:32,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN295,11:36:08,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN296,12:43:13,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN297,12:17:48,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN298,11:34:16,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN299,12:49:39,13:00:00,Rainy,No,OnTime
2025-09-05,N22DCCN300,12:21:38,13:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN001,05:40:38,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN002,06:52:28,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN003,06:21:09,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN004,05:45:12,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN005,05:35:33,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN006,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN007,06:26:25,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN008,06:25:43,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN009,06:23:32,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN010,06:15:33,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN011,05:58:21,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN012,06:56:13,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN013,06:09:33,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN014,05:50:22,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN015,06:17:44,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN016,05:35:04,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN017,06:19:06,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN018,06:38:44,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN019,05:57:06,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN020,06:03:30,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN021,06:05:37,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN022,06:35:52,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN023,06:42:42,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN024,05:37:24,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN025,06:24:08,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN026,06:29:31,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN027,07:09:47,07:00:00,Rainy,No,Late
2025-09-09,N22DCCN028,05:38:45,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN029,05:52:38,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN030,05:36:08,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN031,05:51:58,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN032,06:12:11,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN033,05:47:57,07:00:00,Rainy,Yes,OnTime
2025-09-09,N22DCCN034,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN035,06:22:36,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN036,06:03:16,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN037,06:48:20,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN038,06:36:11,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN039,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN040,06:33:19,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN041,06:02:56,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN042,06:20:48,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN043,06:05:40,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN044,06:31:45,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN045,06:13:46,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN046,06:11:57,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN047,07:00:15,07:00:00,Rainy,No,Late
2025-09-09,N22DCCN048,05:51:37,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN049,05:17:05,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN050,06:09:38,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN051,05:59:12,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN052,06:13:25,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN053,06:28:53,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN054,06:18:45,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN055,05:56:11,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN056,06:04:46,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN057,07:03:20,07:00:00,Rainy,No,Late
2025-09-09,N22DCCN058,06:42:49,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN059,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN060,06:35:37,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN061,05:25:18,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN062,06:14:09,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN063,06:23:48,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN064,06:13:17,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN065,04:58:46,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN066,06:44:42,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN067,06:17:38,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN068,06:10:28,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN069,06:28:43,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN070,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN071,05:40:26,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN072,06:22:17,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN073,05:29:43,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN074,05:41:22,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN075,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN076,05:43:47,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN077,06:47:18,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN078,05:49:09,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN079,06:31:24,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN080,06:06:27,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN081,06:35:27,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN082,06:11:14,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN083,06:33:58,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN084,06:51:39,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN085,05:19:31,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN086,06:55:27,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN087,05:26:23,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN088,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN089,06:49:27,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN090,05:54:26,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN091,06:01:44,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN092,06:21:44,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN093,06:17:46,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN094,05:32:17,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN095,05:58:16,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN096,06:01:47,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN097,07:04:17,07:00:00,Rainy,No,Late
2025-09-09,N22DCCN098,05:52:24,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN099,06:28:38,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN100,06:06:54,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN101,06:24:59,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN102,06:59:28,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN103,06:24:38,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN104,06:13:28,07:00:00,Rainy,Yes,OnTime
2025-09-09,N22DCCN105,,07:00:00,Rainy,No,Absent
2025-09-09,N22DCCN106,06:19:56,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN107,06:01:50,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN108,05:42:23,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN109,06:05:14,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN110,05:43:53,07:00:00,Rainy,No,OnTime
2025-09-09,N22DCCN111,06:11:18,07:00:00,Rainy,No,OnTime
